Foursquare Name,Foursquare Search,Foursquare Category,Latitude,Longitude,Foursquare Popularity,Foursquare Price,Foursquare Rating,Rounded Latitude,Rounded Longitude,ID
Pururata,16019,Hiking Trail,60.275912,25.017103,0.9839729083150136,Not Listed,0.0,60.276,25.017,60.276_25.017
Aarniometsä,16019,Hiking Trail,60.268876,25.022168,0.271256304151041,Not Listed,0.0,60.269,25.022,60.269_25.022
Hammaslääkäri Eero Tiira,15007,Dentist,60.274443,25.033965,0.0,Not Listed,0.0,60.274,25.034,60.274_25.034
Ravintola Domino,13003,Bar,60.274394,25.034025,0.0,Not Listed,0.0,60.274,25.034,60.274_25.034
Helsingin kaupunginkirjasto Maunulan kirjasto,12080,Library,60.231095,24.932956,0.9586108237424028,Not Listed,7.0,60.231,24.933,60.231_24.933
Subway,13039,Deli,60.230392,24.935964,0.984861955256692,Most Affordable,6.1,60.23,24.936,60.23_24.936
HSL 2216 Vesakkotie,19043,Bus Stop,60.227791,24.926354,0.969004590715117,Not Listed,0.0,60.228,24.926,60.228_24.926
HSL 2220 Vesakkotie,19043,Bus Stop,60.227875,24.926025,0.9165265744213112,Not Listed,0.0,60.228,24.926,60.228_24.926
Kotipizza,13064,Pizzeria,60.226,24.928765,0.9859045648519332,Most Affordable,0.0,60.226,24.929,60.226_24.929
HSL 2213/2214 Koivikkotie,19043,Bus Stop,60.225211,24.930407,0.9938332471227208,Not Listed,0.0,60.225,24.93,60.225_24.93
HSL 2256 Maunulanmäki,19043,Bus Stop,60.230488,24.93166,0.9226690805638174,Not Listed,0.0,60.23,24.932,60.23_24.932
Janin lounas & sport cafe Maunula,13022,Sports Bar,60.229302,24.933673,0.995845726108884,Most Affordable,0.0,60.229,24.934,60.229_24.934
HSL 2236 Maunula,19043,Bus Stop,60.231405,24.933709,0.948766649424544,Not Listed,0.0,60.231,24.934,60.231_24.934
HSL 3077 Intiankatu,19043,Bus Stop,60.232562,24.932071,0.4716555670503038,Not Listed,0.0,60.233,24.932,60.233_24.932
HSL 2236/2237 Maunula,19043,Bus Stop,60.231854,24.934179,0.982138238717186,Not Listed,0.0,60.232,24.934,60.232_24.934
El Torito,13065,Restaurant,60.231916,24.93433,0.9810148066727014,Not Listed,0.0,60.232,24.934,60.232_24.934
HSL 2255 Maunula,19043,Bus Stop,60.231546,24.935121,0.1482122074227337,Not Listed,0.0,60.232,24.935,60.232_24.935
Pub Fillari,13018,Pub,60.231839,24.934764,0.5931559549980603,Most Affordable,0.0,60.232,24.935,60.232_24.935
HSL 2228 Maunulantie,19043,Bus Stop,60.233611,24.927057,0.7564253847148584,Not Listed,0.0,60.234,24.927,60.234_24.927
HSL 2234 Paanutie,19043,Bus Stop,60.229957,24.937399,0.9909398034398036,Not Listed,0.0,60.23,24.937,60.23_24.937
HSL 2235 Paanutie,19043,Bus Stop,60.230426,24.938184,0.99676710203026,Not Listed,0.0,60.23,24.938,60.23_24.938
HSL 2229 Maunulantie,19043,Bus Stop,60.234274,24.925909,0.4534624337255916,Not Listed,0.0,60.234,24.926,60.234_24.926
HSL 2231 Pirjontie,19043,Bus Stop,60.234373,24.929975,0.9984886201991464,Not Listed,0.0,60.234,24.93,60.234_24.93
Maunulanpuiston koira-aitaus,16033,Dog Park,60.222256,24.934351,0.943642506142506,Not Listed,0.0,60.222,24.934,60.222_24.934
HSL 2206 Postiljooninkatu,19043,Bus Stop,60.220978,24.92822,0.9914328203801888,Not Listed,0.0,60.221,24.928,60.221_24.928
HSL 2205 Postiljooninkatu,19043,Bus Stop,60.22066,24.929851,0.9765129962498384,Not Listed,0.0,60.221,24.93,60.221_24.93
HSL 2259 Suursuon sairaala,19043,Bus Stop,60.234274,24.935074,0.6488587870166818,Not Listed,0.0,60.234,24.935,60.234_24.935
HSL 2233 Tuusulanväylä,19043,Bus Stop,60.229776,24.942032,0.939900426742532,Not Listed,0.0,60.23,24.942,60.23_24.942
Maunulan hammaslääkäri,15007,Dentist,60.23481,24.934419,0.9393993275572224,Not Listed,0.0,60.235,24.934,60.235_24.934
Pizza Hut Postipuisto,13064,Pizzeria,60.219643,24.927162,0.940385361437993,Most Affordable,0.0,60.22,24.927,60.22_24.927
Schenker Taverna,11124,Office,60.219808,24.929648,0.4212385232122074,Not Listed,0.0,60.22,24.93,60.22_24.93
HSL 2257 Suursuontie,19043,Bus Stop,60.234056,24.938282,0.5126325488167593,Not Listed,0.0,60.234,24.938,60.234_24.938
The Grill,13032,"Cafe, Coffee, and Tea House",60.22049,24.935488,0.9602676839518944,Most Affordable,0.0,60.22,24.935,60.22_24.935
HSL 2209 Vaskisepäntie,19043,Bus Stop,60.22126,24.937715,0.9389467218414588,Not Listed,0.0,60.221,24.938,60.221_24.938
HSL 2210 Vaskisepäntie,19043,Bus Stop,60.221218,24.937879,0.0651913875598086,Not Listed,0.0,60.221,24.938,60.221_24.938
Hsl 1709,19043,Bus Stop,60.229839,24.943878,0.6250969869390922,Not Listed,0.0,60.23,24.944,60.23_24.944
HSL 2443 Käskynhaltijantie,19043,Bus Stop,60.229839,24.943878,0.9345661450924608,Not Listed,0.0,60.23,24.944,60.23_24.944
Hsl 2240,19043,Bus Stop,60.236763,24.928754,0.8277027027027027,Not Listed,0.0,60.237,24.929,60.237_24.929
Tmi Ria Bensalah,13065,Restaurant,60.231411,24.933814,0.0,Not Listed,0.0,60.231,24.934,60.231_24.934
Helsingin kaupunginkirjasto Maunulan kirjasto,12080,Library,60.234223,24.933438,0.0,Not Listed,0.0,60.234,24.933,60.234_24.933
Dental-Systems Oy,15007,Dentist,60.220069,24.934644,0.0,Not Listed,0.0,60.22,24.935,60.22_24.935
Hsl Kruunuvuori H4980,19043,Bus Stop,60.16829,25.016194,0.5971970774602353,Not Listed,0.0,60.168,25.016,60.168_25.016
Kruunu Pizzeria,13064,Pizzeria,60.169,25.017477,0.9946657183499288,Most Affordable,0.0,60.169,25.017,60.169_25.017
HSL E3133 Iirislahti,19043,Bus Stop,60.16096,24.755393,0.9582189691979262,Not Listed,0.0,60.161,24.755,60.161_24.755
HSL E3131 Matinsyrjä,19043,Bus Stop,60.16349,24.752297,0.3517760549589894,Not Listed,0.0,60.163,24.752,60.163_24.752
HSL E3130 Matinsyrjä,19043,Bus Stop,60.162675,24.751038,0.9531468194732028,Not Listed,0.0,60.163,24.751,60.163_24.751
Mattlidens Bibliotek,12031,College Library,60.163799,24.750566,0.7500842683103,Not Listed,0.0,60.164,24.751,60.164_24.751
Kahvila Helmi,13034,Café,60.237831,24.929034,0.3722035432561748,Most Affordable,7.1,60.238,24.929,60.238_24.929
HSL 3148 Kustaankartano,19043,Bus Stop,60.229966,24.947569,0.9591442519074098,Not Listed,0.0,60.23,24.948,60.23_24.948
HSL 3147 Kustaankartano,19043,Bus Stop,60.230452,24.94777,0.9334507952929004,Not Listed,0.0,60.23,24.948,60.23_24.948
Erikoishammasteknikko Mauno Marttila,15007,Dentist,60.237264,24.928369,0.2917852062588905,Not Listed,0.0,60.237,24.928,60.237_24.928
Risupadontien koira-aitaus,16033,Dog Park,60.233079,24.948637,0.2521337126600284,Not Listed,0.0,60.233,24.949,60.233_24.949
HSL 2270 Päivänsalontie,19043,Bus Stop,60.238826,24.937326,0.9368210914263546,Not Listed,0.0,60.239,24.937,60.239_24.937
Kustaankartano Kartanoravintola,13049,Diner,60.22878,24.949582,0.7515113798008534,Most Affordable,0.0,60.229,24.95,60.229_24.95
HofS Brasserie,13065,Restaurant,60.238175,24.927823,0.3413212854002327,Not Listed,0.0,60.238,24.928,60.238_24.928
House of Sandwiches,13334,Sandwich Spot,60.238272,24.927704,0.2915589034010086,Most Affordable,0.0,60.238,24.928,60.238_24.928
HSL 3141 Kustaankartano,19043,Bus Stop,60.227599,24.950004,0.7881239493081599,Not Listed,0.0,60.228,24.95,60.228_24.95
HSL 3149 Mestarintie,19043,Bus Stop,60.231152,24.952232,0.9232671666882192,Not Listed,0.0,60.231,24.952,60.231_24.952
HSL 3144 Kivalterintie,19043,Bus Stop,60.229944,24.952234,0.9241481313849736,Not Listed,0.0,60.23,24.952,60.23_24.952
Paloheinän Hammaslääkäriasema Oy,15007,Dentist,60.237776,24.928989,0.0,Not Listed,0.0,60.238,24.929,60.238_24.929
Subway,13039,Deli,60.279969,25.012268,0.98103097116255,Most Affordable,6.0,60.28,25.012,60.28_25.012
HSL 3332 Rintamasotilaantie,19043,Bus Stop,60.26899,25.01727,0.5628152075520496,Not Listed,0.0,60.269,25.017,60.269_25.017
Rayana,13065,Restaurant,60.281714,25.015594,0.0,Not Listed,0.0,60.282,25.016,60.282_25.016
Pakilan Pizza-Kebab,13064,Pizzeria,60.245763,24.924103,0.988668692616061,Most Affordable,6.2,60.246,24.924,60.246_24.924
HSL 2307 Pakilantie,19043,Bus Stop,60.241363,24.926759,0.6390873529031423,Not Listed,0.0,60.241,24.927,60.241_24.927
HSL 2244 Halkosuontie,19043,Bus Stop,60.241629,24.925982,0.7240559937928359,Not Listed,0.0,60.242,24.926,60.242_24.926
HSL 2309 Pakilantie,19043,Bus Stop,60.241897,24.9269,0.7054829949566792,Not Listed,0.0,60.242,24.927,60.242_24.927
Vuokrasauna.fi,13016,Lounge,60.243315,24.926074,0.0016811069442648,Expensive,0.0,60.243,24.926,60.243_24.926
Matala loft,13016,Lounge,60.244042,24.924281,0.6772193844562265,Expensive,0.0,60.244,24.924,60.244_24.924
HSL 2246 Elontie,19043,Bus Stop,60.244443,24.92481,0.9676629380576748,Not Listed,0.0,60.244,24.925,60.244_24.925
HSL 2273 Jakokunnantie,19043,Bus Stop,60.239815,24.943022,0.2809711625501099,Not Listed,0.0,60.24,24.943,60.24_24.943
Länsi-Pakilan koira-aitaus,16033,Dog Park,60.240229,24.913772,0.7753540023276866,Not Listed,0.0,60.24,24.914,60.24_24.914
HSL 2309 Niittyluhdantie,19043,Bus Stop,60.238982,24.913145,0.9645674382516488,Not Listed,0.0,60.239,24.913,60.239_24.913
HSL 2248 Paloheinäntie,19043,Bus Stop,60.246847,24.923798,0.91940385361438,Not Listed,0.0,60.247,24.924,60.247_24.924
HSL 2275 Jakokunnantie 33,19043,Bus Stop,60.242027,24.945641,0.0612714987714987,Not Listed,0.0,60.242,24.946,60.242_24.946
Merja Lindfors,15007,Dentist,60.245922,24.917457,0.0,Not Listed,0.0,60.246,24.917,60.246_24.917
HSL 3296 Sateenkaarentie,19043,Bus Stop,60.280446,25.010666,0.9104406439932756,Not Listed,0.0,60.28,25.011,60.28_25.011
HSL 3295 Hannukselanpolku,19043,Bus Stop,60.280271,25.01122,0.0661612569507306,Not Listed,0.0,60.28,25.011,60.28_25.011
Ravintola Calabria,13064,Pizzeria,60.281092,25.012598,0.0226868615026509,Most Affordable,0.0,60.281,25.013,60.281_25.013
Hsl 3298,19043,Bus Stop,60.282095,25.011829,0.1409624337255916,Not Listed,0.0,60.282,25.012,60.282_25.012
Pizza Keisari,13064,Pizzeria,60.281206,25.007699,0.4193391956549851,Most Affordable,0.0,60.281,25.008,60.281_25.008
HSL 3293 Vaskipellontie,19043,Bus Stop,60.278119,25.007044,0.7011832406569248,Not Listed,0.0,60.278,25.007,60.278_25.007
Hsl H3290,19043,Bus Stop,60.279941,25.004256,0.9241885426095952,Not Listed,0.0,60.28,25.004,60.28_25.004
HSL 3903 Suutarilantie,19043,Bus Stop,60.285736,25.014641,0.1955337514548041,Not Listed,0.0,60.286,25.015,60.286_25.015
HSL 3353 Suutarilantie,19043,Bus Stop,60.286199,25.015323,0.084564528643476,Not Listed,0.0,60.286,25.015,60.286_25.015
Herkkugrilli Bilteman pihassa,13145,Fast Food Restaurant,60.28581,25.017499,0.4806995991206517,Most Affordable,0.0,60.286,25.017,60.286_25.017
HSL 3354 Ala-Tikkurila,19043,Bus Stop,60.286671,25.015314,0.9243986809776285,Not Listed,0.0,60.287,25.015,60.287_25.015
HSL 3286 Kiertotähdenkuja,19043,Bus Stop,60.278009,24.994373,0.089227983964826,Not Listed,0.0,60.278,24.994,60.278_24.994
Rodekot Oy,11020,Business and Strategy Consulting Office,60.277208,24.997504,0.0,Not Listed,0.0,60.277,24.998,60.277_24.998
Line Cafe Oy,13034,Café,60.155727,24.772847,0.0,Not Listed,0.0,60.156,24.773,60.156_24.773
Tuijan Hymyhampaat Oy,15007,Dentist,60.158104,24.779644,0.0,Not Listed,0.0,60.158,24.78,60.158_24.78
DD-Dental Oy,15007,Dentist,60.16102,24.77845,0.0,Not Listed,0.0,60.161,24.778,60.161_24.778
Olutravintola Jano,13006,Beer Bar,60.224352,24.951814,0.9946333893702316,Not Listed,7.9,60.224,24.952,60.224_24.952
Cafe Saurahuone,13035,Coffee Shop,60.216307,24.954158,0.9660464890728048,Most Affordable,7.8,60.216,24.954,60.216_24.954
Cafe Oulunkylä,10000,Arts and Entertainment,60.22049,24.963082,0.9610112504849349,Most Affordable,7.0,60.22,24.963,60.22_24.963
99 Burgers,13145,Fast Food Restaurant,60.228553,24.96185,0.954020108625372,Most Affordable,6.6,60.229,24.962,60.229_24.962
Helsingin kaupunginkirjasto Oulunkylän kirjasto (Oulunkylän kirjasto),12080,Library,60.228071,24.96255,0.9922248803827752,Not Listed,6.6,60.228,24.963,60.228_24.963
Dylan Kottby,13030,Buffet,60.222882,24.949309,0.9922733738523212,Not Listed,5.8,60.223,24.949,60.223_24.949
HSL 3114 Paturintie,19043,Bus Stop,60.226953,24.956447,0.9853873011767748,Not Listed,0.0,60.227,24.956,60.227_24.956
HSL 3110 Oltermannintie,19043,Bus Stop,60.221748,24.947977,0.9648099055993792,Not Listed,0.0,60.222,24.948,60.222_24.948
HSL 3111 Oltermannintie,19043,Bus Stop,60.221748,24.947977,0.4988119099961204,Not Listed,0.0,60.222,24.948,60.222_24.948
Studio Oma,18028,Yoga Studio,60.227318,24.957246,0.1874434242855295,Not Listed,0.0,60.227,24.957,60.227_24.957
HSL 3109 Panuntie,19043,Bus Stop,60.221516,24.94679,0.933620522436312,Not Listed,0.0,60.222,24.947,60.222_24.947
HSL 3139 Käpylän asema,19043,Bus Stop,60.220782,24.948477,0.955062718220613,Not Listed,0.0,60.221,24.948,60.221_24.948
Hsl 3137,19043,Bus Stop,60.21937,24.949407,0.9273244536402432,Not Listed,0.0,60.219,24.949,60.219_24.949
Lounasmesta Käpis GVC,13049,Diner,60.219068,24.946269,0.7224637915427389,Most Affordable,0.0,60.219,24.946,60.219_24.946
HSL 2207 Tinasepäntie,19043,Bus Stop,60.22168,24.941048,0.0238830337514548,Not Listed,0.0,60.222,24.941,60.222_24.941
HSL 3117 Kylänvanhimmantie,19043,Bus Stop,60.228628,24.962211,0.2885765550239234,Not Listed,0.0,60.229,24.962,60.229_24.962
Hsl 3146,19043,Bus Stop,60.23085,24.953279,0.9153788956420535,Not Listed,0.0,60.231,24.953,60.231_24.953
HSL 3097 Jaalantie,19043,Bus Stop,60.222184,24.964975,0.0288616966248545,Not Listed,0.0,60.222,24.965,60.222_24.965
HSL 3094 Taivaskallio,19043,Bus Stop,60.219751,24.962174,0.9235904564851932,Not Listed,0.0,60.22,24.962,60.22_24.962
HSL 3095 Taivaskallio,19043,Bus Stop,60.219757,24.962279,0.663334087676193,Not Listed,0.0,60.22,24.962,60.22_24.962
Hsl 3116,19043,Bus Stop,60.229015,24.962531,0.9604778223199276,Not Listed,0.0,60.229,24.963,60.229_24.963
HSL 3150 Mestarintie,19043,Bus Stop,60.231258,24.953914,0.939067955515324,Not Listed,0.0,60.231,24.954,60.231_24.954
Attendo Ogelin Hammaslääkärit,15007,Dentist,60.228707,24.963472,0.4393185051079788,Not Listed,0.0,60.229,24.963,60.229_24.963
Kotipizza,13064,Pizzeria,60.220619,24.940872,0.9276881546618388,Most Affordable,0.0,60.221,24.941,60.221_24.941
HSL 3162 Käpytie,19043,Bus Stop,60.225881,24.967822,0.9302017328333118,Not Listed,0.0,60.226,24.968,60.226_24.968
HSL 3135/3136 Käpylän paloasema,19043,Bus Stop,60.216749,24.957012,0.9492111728953834,Not Listed,0.0,60.217,24.957,60.217_24.957
HSL 3161 Käpytie,19043,Bus Stop,60.226373,24.968127,0.5852515194620458,Not Listed,0.0,60.226,24.968,60.226_24.968
Ogelin Sedula,13016,Lounge,60.232394,24.954451,0.1688138497349023,Expensive,0.0,60.232,24.954,60.232_24.954
HSL 3118 Oulunkylän tori,19043,Bus Stop,60.229827,24.964595,0.9619568731410836,Not Listed,0.0,60.23,24.965,60.23_24.965
HSL 3092 Koskelan sairaala,19043,Bus Stop,60.216998,24.959309,0.9556769688348636,Not Listed,0.0,60.217,24.959,60.217_24.959
HSL 3164 Käskynhaltijantie,19043,Bus Stop,60.232026,24.958633,0.9403449502133712,Not Listed,0.0,60.232,24.959,60.232_24.959
HSL 3093 Koskelan sairaala,19043,Bus Stop,60.216989,24.959999,0.9187249450407344,Not Listed,0.0,60.217,24.96,60.217_24.96
HSL 3119 Oulunkylän tori,19043,Bus Stop,60.230069,24.965093,0.9785093107461528,Not Listed,0.0,60.23,24.965,60.23_24.965
HSL 3151 Norrtäljentie,19043,Bus Stop,60.232494,24.957723,0.9889758179231865,Not Listed,0.0,60.232,24.958,60.232_24.958
Louhenpuiston koira-aitaus,16033,Dog Park,60.217336,24.942952,0.9200746799431012,Not Listed,0.0,60.217,24.943,60.217_24.943
HSL 3152 Norrtäljentie,19043,Bus Stop,60.232558,24.959569,0.9409349540928488,Not Listed,0.0,60.233,24.96,60.233_24.96
Tamkomer Oy,13032,"Cafe, Coffee, and Tea House",60.22603,24.958478,0.0,Not Listed,0.0,60.226,24.958,60.226_24.958
Sven Kalle,15007,Dentist,60.228546,24.961745,0.0,Not Listed,0.0,60.229,24.962,60.229_24.962
Hammaslääkäri Pia Heikkilä,15007,Dentist,60.228182,24.962642,0.0,Not Listed,0.0,60.228,24.963,60.228_24.963
88-Burgers,13145,Fast Food Restaurant,60.228628,24.962211,0.0,Not Listed,0.0,60.229,24.962,60.229_24.962
Maraduo Oy,13065,Restaurant,60.219975,24.965746,0.0,Not Listed,0.0,60.22,24.966,60.22_24.966
Hesburger Vantaa Tammisto,13145,Fast Food Restaurant,60.273029,24.971895,0.995441757772159,Most Affordable,5.9,60.273,24.972,60.273_24.972
Ravintola Rubiini,13010,Dive Bar,60.274818,24.989541,0.9369504073451442,Most Affordable,5.4,60.275,24.99,60.275_24.99
McDonald's,13145,Fast Food Restaurant,60.270848,24.974785,0.995548591574374,Affordable,5.1,60.271,24.975,60.271_24.975
Silta pub,13018,Pub,60.274714,24.989554,0.8170503038924092,Most Affordable,0.0,60.275,24.99,60.275_24.99
Pizzeria Abone,13032,"Cafe, Coffee, and Tea House",60.27477,24.9896,0.9191856330014224,Most Affordable,0.0,60.275,24.99,60.275_24.99
HSL 3282 Siltamäen ostoskeskus,19043,Bus Stop,60.274917,24.99112,0.2794355360144834,Not Listed,0.0,60.275,24.991,60.275_24.991
HSL 3283 Siltamäen Ostoskeskus,19043,Bus Stop,60.275292,24.991229,0.9229277124013966,Not Listed,0.0,60.275,24.991,60.275_24.991
HSL 3284 Siltamäki,19043,Bus Stop,60.276768,24.989654,0.9485080175869648,Not Listed,0.0,60.277,24.99,60.277_24.99
HSL Kytöpolku 3280,19043,Bus Stop,60.272145,24.992123,0.9719384456226562,Not Listed,0.0,60.272,24.992,60.272_24.992
HSL 3285 Siltamäki,19043,Bus Stop,60.277202,24.990711,0.9201070089227984,Not Listed,0.0,60.277,24.991,60.277_24.991
Siltamäen Koirapuisto,16033,Dog Park,60.278863,24.98789,0.3700536661062977,Not Listed,0.0,60.279,24.988,60.279_24.988
Hsl 3278,19043,Bus Stop,60.269485,24.984039,0.9562588904694168,Not Listed,0.0,60.269,24.984,60.269_24.984
Hsl 3279,19043,Bus Stop,60.269237,24.983435,0.9747914780809518,Not Listed,0.0,60.269,24.983,60.269_24.983
Tapaninvainion koirapuisto,16033,Dog Park,60.26849,24.984913,0.0661693391956549,Not Listed,0.0,60.268,24.985,60.268_24.985
Café Richie's,13039,Deli,60.276329,24.975118,0.2194366297496527,Most Affordable,0.0,60.276,24.975,60.276_24.975
HSL 3306 Vallesmannintie,19043,Bus Stop,60.267684,24.995526,0.2816581533686796,Not Listed,0.0,60.268,24.996,60.268_24.996
Helmilaakerin kirjasto,12080,Library,60.269113,24.9999,0.4722455709297815,Not Listed,0.0,60.269,25.0,60.269_25.0
HSL 3303/3304 Soinintie,19043,Bus Stop,60.266826,24.992721,0.9210607138238716,Not Listed,0.0,60.267,24.993,60.267_24.993
HSL V6905 Helsinge skola,19043,Bus Stop,60.28157,24.98164,0.148819486485524,Not Listed,0.0,60.282,24.982,60.282_24.982
HSL 3277 Niemitie,19043,Bus Stop,60.267311,24.980348,0.9695218543902756,Not Listed,0.0,60.267,24.98,60.267_24.98
HSL 3313 Yläkaskenkuja,19043,Bus Stop,60.271572,25.005626,0.1804522824259666,Not Listed,0.0,60.272,25.006,60.272_25.006
Ravintola Tammisto,13065,Restaurant,60.278105,24.97329,0.962893059363983,Not Listed,0.0,60.278,24.973,60.278_24.973
Matsalen,13049,Diner,60.282259,24.980912,0.0681955770805883,Most Affordable,0.0,60.282,24.981,60.282_24.981
Pizzakioski Finland Oy Ab,13065,Restaurant,60.271173,24.998408,0.0,Not Listed,0.0,60.271,24.998,60.271_24.998
Malmin Tivoli Oy,13065,Restaurant,60.267777,24.998697,0.0,Not Listed,0.0,60.268,24.999,60.268_24.999
Ravintola Compassi,13065,Restaurant,60.207805,24.917492,0.9506336480020692,Not Listed,0.0,60.208,24.917,60.208_24.917
Oulunkylän pururata,16019,Hiking Trail,60.239343,24.947219,0.5750921375921376,Not Listed,0.0,60.239,24.947,60.239_24.947
HSL 3153 Patola,19043,Bus Stop,60.233913,24.965271,0.9414037242984612,Not Listed,0.0,60.234,24.965,60.234_24.965
Ravintola Tandoori Villa Metsälä,13072,Asian Restaurant,60.219187,24.937303,0.9846356523988102,Affordable,8.3,60.219,24.937,60.219_24.937
Schenker Oy A-terminaali,19042,Bus Station,60.218828,24.929938,0.5988539376697272,Not Listed,0.0,60.219,24.93,60.219_24.93
HSL 2203 Postipuisto,19043,Bus Stop,60.218773,24.923221,0.2980085348506401,Not Listed,0.0,60.219,24.923,60.219_24.923
H2204 Postipuisto,19043,Bus Stop,60.218629,24.922605,0.9365220483641536,Not Listed,0.0,60.219,24.923,60.219_24.923
Helsingin Lakaisupalvelu Oy,11089,Home Service,60.218741,24.937734,0.3048218673218673,Not Listed,0.0,60.219,24.938,60.219_24.938
Tasokoti,13145,Fast Food Restaurant,60.219481,24.938641,0.4102628346049398,Not Listed,0.0,60.219,24.939,60.219_24.939
HSL 2201 Posti 2,19043,Bus Stop,60.216652,24.917893,0.8410949825423509,Not Listed,0.0,60.217,24.918,60.217_24.918
Manteli Triotto,11124,Office,60.220142,24.942472,0.9153061554377344,Not Listed,0.0,60.22,24.942,60.22_24.942
HSL 2208 Tinasepäntie,19043,Bus Stop,60.220988,24.94257,0.9180379542221648,Not Listed,0.0,60.221,24.943,60.221_24.943
HSL 2440 Käpylän asema,19043,Bus Stop,60.221133,24.944881,0.9544080563817406,Not Listed,0.0,60.221,24.945,60.221_24.945
Kiinalainen ravintola Hua Fu,13099,Chinese Restaurant,60.21938,24.946228,0.2874288762446657,Most Affordable,0.0,60.219,24.946,60.219_24.946
HSL 2441 Käpylän asema,19043,Bus Stop,60.221089,24.945841,0.9521046165783008,Not Listed,0.0,60.221,24.946,60.221_24.946
Taverna Pohjan Akka,13336,Scandinavian Restaurant,60.214369,24.944196,0.9818715246346824,Affordable,0.0,60.214,24.944,60.214_24.944
Ravintola Nyyrikki,13065,Restaurant,60.214258,24.944104,0.5661046812362602,Not Listed,0.0,60.214,24.944,60.214_24.944
Italianos 1,13065,Restaurant,60.21918,24.937198,0.0,Not Listed,0.0,60.219,24.937,60.219_24.937
Friends & Brgrs Helsinki,13031,Burger Joint,60.198479,24.930332,0.948184727789991,Most Affordable,7.0,60.198,24.93,60.198_24.93
Limone,13236,Italian Restaurant,60.198479,24.930332,0.9673396482607008,Affordable,5.7,60.198,24.93,60.198_24.93
Ba-Bu ravintola,13379,Vietnamese Restaurant,60.198617,24.930843,0.9838274279063752,Affordable,0.0,60.199,24.931,60.199_24.931
Ravintola Fame,13336,Scandinavian Restaurant,60.197879,24.929143,0.1007047717574033,Affordable,0.0,60.198,24.929,60.198_24.929
Capperi,13064,Pizzeria,60.231259,24.968167,0.991505560584508,Most Affordable,9.3,60.231,24.968,60.231_24.968
Subway,13334,Sandwich Spot,60.234416,24.966582,0.5243598862019915,Most Affordable,6.2,60.234,24.967,60.234_24.967
Hesburger,13145,Fast Food Restaurant,60.233358,24.967305,0.3197497736971421,Most Affordable,5.7,60.233,24.967,60.233_24.967
Kotipizza Oulunkylä,13032,"Cafe, Coffee, and Tea House",60.23121,24.968226,0.9046456743825164,Most Affordable,5.6,60.231,24.968,60.231_24.968
HSL 3165 Mäkitorpantie,19043,Bus Stop,60.229511,24.963736,0.9353097116255012,Not Listed,0.0,60.23,24.964,60.23_24.964
HSL 3123 Patola,19043,Bus Stop,60.234841,24.965836,0.5262349670244407,Not Listed,0.0,60.235,24.966,60.235_24.966
HSL 3122 Patola,19043,Bus Stop,60.233547,24.966962,0.956703413940256,Not Listed,0.0,60.234,24.967,60.234_24.967
HSL 3120 Ruutanatie,19043,Bus Stop,60.230721,24.967126,0.855796586059744,Not Listed,0.0,60.231,24.967,60.231_24.967
Picnic,13334,Sandwich Spot,60.228346,24.963573,0.9637592137592138,Most Affordable,0.0,60.228,24.964,60.228_24.964
HSL 3154 Patola,19043,Bus Stop,60.234162,24.967569,0.9745570929781456,Not Listed,0.0,60.234,24.968,60.234_24.968
Pizza Box,13064,Pizzeria,60.22983,24.967986,0.9420826328721066,Most Affordable,0.0,60.23,24.968,60.23_24.968
HSL 3124 Siltavoudinkuja,19043,Bus Stop,60.237304,24.964078,0.9603000129315916,Not Listed,0.0,60.237,24.964,60.237_24.964
HSL 3121 Ruutanatie,19043,Bus Stop,60.233386,24.969421,0.4349621750937539,Not Listed,0.0,60.233,24.969,60.233_24.969
HSL 3167 Oulunkylän asema,19043,Bus Stop,60.228837,24.968065,0.9589502780292254,Not Listed,0.0,60.229,24.968,60.229_24.968
HSL 3155 Mikkolantie,19043,Bus Stop,60.235437,24.970315,0.964389628863313,Not Listed,0.0,60.235,24.97,60.235_24.97
HSL 3126 Urakkatie,19043,Bus Stop,60.240058,24.960266,0.9239622397517134,Not Listed,0.0,60.24,24.96,60.24_24.96
Taiteilijapuiston koira-aitaus,16033,Dog Park,60.226676,24.968776,0.1971582826845984,Not Listed,0.0,60.227,24.969,60.227_24.969
HSL 3156 Mikkolantie,19043,Bus Stop,60.235895,24.972586,0.958109724557093,Not Listed,0.0,60.236,24.973,60.236_24.973
HSL 3170 Veräjämäki,19043,Bus Stop,60.23089,24.97484,0.0555007758955127,Not Listed,0.0,60.231,24.975,60.231_24.975
Capital Catering,13065,Restaurant,60.234103,24.974997,0.3412889564205353,Not Listed,0.0,60.234,24.975,60.234_24.975
Kotipizza Pasila,13064,Pizzeria,60.197981,24.929923,0.2377069054700633,Most Affordable,0.0,60.198,24.93,60.198_24.93
Fafa's,13144,Falafel Restaurant,60.19847,24.931022,0.3871799431009957,Most Affordable,0.0,60.198,24.931,60.198_24.931
Pizza Hut Tripla,13064,Pizzeria,60.19847,24.931022,0.9689237682658736,Most Affordable,0.0,60.198,24.931,60.198_24.931
Urban Rabbit,13057,Gastropub,60.198304,24.930885,0.9893880124143282,Expensive,0.0,60.198,24.931,60.198_24.931
O'learys Kesäterassi,13022,Sports Bar,60.197965,24.930507,0.0090359498254235,Most Affordable,0.0,60.198,24.931,60.198_24.931
