Name,Latitude,Longitude,Distance,Price,Rating,Distance_mean,Distance_min,Distance_max,Bike Spots Near,Category,Rounded Latitude,Rounded Longitude,Rounded Distance,Rounded Distance_mean
Ravintola Raviini,60.2186699,24.8474903,993.4942098301344,Not Listed,3.0,764.1084019868911,307.7358480711591,993.4942098301344,7,Restaurants,60.219,24.847,993.494,764.108
Leppävaaran uimahalli,60.2120018005371,24.8238277435303,851.9540290794899,Not Listed,2.0,578.1466685219799,177.83853019827808,938.571851297226,11,Swimming Pools,60.212,24.824,851.954,578.147
Ravintola Vinkkeli,60.1639,24.94641,782.7296565112307,Most Expensive,5.0,652.8205532915579,104.41720654848194,993.930058822834,28,Modern European,60.164,24.946,782.73,652.821
Casa Chipotle,60.1645288454964,24.927932633924,789.0180483278148,Not Listed,5.0,653.4542132805389,150.46746152121733,948.0031822329904,25,Mexican,60.165,24.928,789.018,653.454
Mizu,60.17477,24.92566,771.5517764803033,Affordable,4.9,608.6700913863581,68.67280950988682,992.8420151190838,23,Japanese,60.175,24.926,771.552,608.67
Marocco,60.1750488,24.9282303,776.558518935143,Not Listed,4.9,595.1638306249605,86.08048964078041,963.021303715274,22,Coffee & Tea,60.175,24.928,776.559,595.164
Ravintola Savoy,60.1666412,24.9473209,602.9663794518316,Most Expensive,4.8,590.3797667079725,18.963961616784243,996.3734387047638,28,Restaurants,60.167,24.947,602.966,590.38
PASSIO Keittiö ja Baari,60.1670838,24.9369496,293.85415756663065,Most Expensive,4.8,625.7177312430526,71.19496571930237,964.0566262964862,34,Modern European,60.167,24.937,293.854,625.718
Krog Roba,60.16454,24.94722,772.577741824061,Expensive,4.8,635.454797968734,137.1515887306408,959.7530164212852,27,Scandinavian,60.165,24.947,772.578,635.455
Phó Viét,60.1678284709583,24.9374913705416,208.424023302064,Not Listed,4.8,612.7620736229208,51.33405401415448,929.1129320331828,34,Vietnamese,60.168,24.937,208.424,612.762
Bar Favela,60.1721191,24.9204693,995.8815457561416,Affordable,4.8,672.4374533254892,162.0507042809793,995.8815457561416,21,Bars,60.172,24.92,995.882,672.437
Spis,60.1636314,24.9476795,894.2487974731598,Most Expensive,4.8,636.8836587710006,122.4489281522304,951.2688269884484,24,Scandinavian,60.164,24.948,894.249,636.884
Pompier,60.1671925257657,24.9492107925732,695.0808283433159,Expensive,4.8,571.8976018726489,94.63812008301196,999.1270735663578,25,Scandinavian,60.167,24.949,695.081,571.898
Finlandia Caviar Shop & Restaurant,60.16691,24.95163,850.4458261688126,Not Listed,5.0,612.2981543333942,76.54612569852911,953.837586910938,24,Specialty Food,60.167,24.952,850.446,612.298
Trillby & Chadwick,60.16835,24.9538,886.8600965172487,Affordable,4.7,621.014858624584,94.99708204340364,959.9253801183216,23,Speakeasies,60.168,24.954,886.86,621.015
Patisserie Teemu & Markus,60.1678773247786,24.9379374190249,203.09703731085847,Most Affordable,4.7,612.3235967866532,76.56211131479978,946.711858130395,34,Desserts,60.168,24.938,203.097,612.324
Kafe Moskova,60.1670113,24.9338894,356.2720886656997,Affordable,4.7,631.0791479330397,149.379988365931,949.115257748346,33,Russian,60.167,24.934,356.272,631.079
Momo Toko,60.16616,24.9339,433.5283046550461,Not Listed,4.7,647.9632543014861,165.1494290038479,972.9668734846312,33,Ramen,60.166,24.934,433.528,647.963
Karl Johan,60.1680266,24.9389719,202.4750664940592,Expensive,4.7,613.1029958825693,146.20575764273474,971.3729291050872,34,Scandinavian,60.168,24.939,202.475,613.103
Zucchini,60.1662313763646,24.9494676174376,756.6116926361864,Most Affordable,4.7,591.5434050760156,136.93437042463597,928.1117790779756,25,Vegetarian,60.166,24.949,756.612,591.543
Rikhardinkadun kirjasto,60.1662407,24.9464092,618.7478092515794,Not Listed,4.7,610.2852971065015,133.19013710374094,988.1978813060782,29,Libraries,60.166,24.946,618.748,610.285
Fisken på Disken,60.1693314661659,24.9338641883605,216.0885922089348,Not Listed,4.6,616.6970720778263,84.74956105802248,999.5995612371788,33,Seafood,60.169,24.934,216.089,616.697
Kansalliskirjasto,60.1704494600943,24.950331910671,703.6399486154226,Not Listed,4.6,581.2571433970827,118.3200186462934,955.7230736166352,23,Libraries,60.17,24.95,703.64,581.257
Bar Haven,60.1666,24.95164,858.6840316371134,Expensive,4.6,616.8724555636057,116.28100588039968,981.0233571584932,24,Champagne Bars,60.167,24.952,858.684,616.872
Classic Pizza,60.1685237503237,24.9424013740297,291.08606791739777,Affordable,4.6,587.9593267222184,208.8757535837732,994.0497920035396,31,Pizza,60.169,24.942,291.086,587.959
Voffeli & Kaffeli,60.1752208025119,24.9244651934071,955.3276532437042,Not Listed,4.6,647.458405743412,150.33686269981462,998.963337635487,22,Waffles,60.175,24.924,955.328,647.458
Ravintola Aino,60.1681595,24.9502296,718.611041130299,Most Expensive,4.6,566.2851507681563,65.92999035872478,949.944802685714,24,Scandinavian,60.168,24.95,718.611,566.285
Pompier,60.1649543127515,24.9331962618671,583.5476169894841,Affordable,4.6,641.6777504109741,129.41848558153686,996.2391489271404,29,Scandinavian,60.165,24.933,583.548,641.678
Kino Andorra & Dubrovnik,60.1670113,24.9338894,356.2720886656997,Affordable,4.6,631.0791479330397,149.379988365931,949.115257748346,33,Dance Clubs,60.167,24.934,356.272,631.079
Kissakahvila Helkatti,60.1672089,24.933314,368.219884817577,Affordable,4.6,634.4929705594261,189.79309587909944,978.8521757814124,33,Coffee & Tea,60.167,24.933,368.22,634.493
Hoshito,60.1715202,24.9259109,676.4418683914025,Expensive,4.6,602.6430059970453,63.428804723956056,994.9046486057242,25,Japanese,60.172,24.926,676.442,602.643
Bar Mendocino,60.1657849,24.931525,553.3452814263812,Most Affordable,4.5,657.2009066542806,11.701995452822304,998.1853705436714,31,Pubs,60.166,24.932,553.345,657.201
Deli & Cafe Corretto,60.17362,24.93174,535.0265382386578,Not Listed,5.0,576.9465624971232,59.2473695456636,995.6853140741218,25,Delis,60.174,24.932,535.027,576.947
Kansallisarkisto,60.1721191,24.9524994,830.1435098883136,Not Listed,4.5,639.8999717644632,197.3634997353896,996.2141156974832,22,Education,60.172,24.952,830.144,639.9
Trocadero,60.1647987,24.9426403,586.083862693961,Not Listed,4.8,638.4701394302793,164.48250006095137,988.7966280474544,31,French,60.165,24.943,586.084,638.47
Demo,60.1648301,24.9415088,581.0505778014051,Most Expensive,4.5,627.3347615751263,143.13207390225915,991.2505687304424,30,Scandinavian,60.165,24.942,581.051,627.335
Yes yes yes,60.1642087586756,24.9439802393317,702.5076101265577,Not Listed,5.0,628.5749864053487,144.07974521515555,955.8632630610985,28,Vegan,60.164,24.944,702.508,628.575
Kaisaniemen puiston kioski,60.1735115,24.9496593,774.6231211684346,Not Listed,4.5,641.3056901831942,121.13473545749184,969.1789768028,23,Kiosk,60.174,24.95,774.623,641.306
Haru Sushi,60.1649,24.93562,520.0786158662254,Not Listed,5.0,653.1835226306885,190.82862557167604,993.4699320505988,32,Sushi Bars,60.165,24.936,520.079,653.184
Palace,60.1652603,24.9518204,943.8816047637388,Most Expensive,4.8,615.937880752418,64.95749223344843,943.8816047637388,22,Scandinavian,60.165,24.952,943.882,615.938
Ravintola Grön,60.16445,24.93233,630.8378274177451,Not Listed,5.0,642.7236840886418,139.38745768512305,983.6239189543348,28,Vegetarian,60.164,24.932,630.838,642.724
Hoku,60.1693803135216,24.9339735867197,209.15901475543404,Affordable,4.5,615.5652968636651,77.12664421775821,996.541122421939,33,Hawaiian,60.169,24.934,209.159,615.565
Liberty or Death,60.16472,24.94462,667.0770078852344,Affordable,4.5,642.5947595487988,187.4488460385771,974.6422224843304,30,Speakeasies,60.165,24.945,667.077,642.595
El Greco,60.16597,24.94489,591.1231625970601,Affordable,4.5,618.6935638928003,122.72507504734104,955.1239303614684,30,Greek,60.166,24.945,591.123,618.694
Vibami,60.1631,24.94172,743.7430110606185,Affordable,4.5,653.5198639216223,114.27529893805512,999.7793882072192,29,Vietnamese,60.163,24.942,743.743,653.52
Domo,60.1665611,24.9349804,380.61445398802846,Expensive,4.4,644.8738587520365,151.92141164654527,976.055450782294,33,Japanese,60.167,24.935,380.614,644.874
Tommyknocker,60.1634598,24.9412804,730.8926265445092,Affordable,4.4,613.8190518935785,17.64205132961626,910.9914822751368,26,Pubs,60.163,24.941,730.893,613.819
Pizzeria Via Tribunali,60.16848,24.95157,808.0693216182752,Not Listed,4.4,614.1554518651352,78.5110799009723,999.7020849209016,23,Pizza,60.168,24.952,808.069,614.155
Kirjasto 10,60.1714751267411,24.9387678587029,206.0323085507888,Not Listed,4.4,625.015837556395,94.28072460770552,956.2987859145808,25,Libraries,60.171,24.939,206.032,625.016
Allun Grilli Moottori-Ravintola,60.2646103,24.8527298,811.2160236841389,Affordable,4.5,619.3968643080276,121.15483775623912,989.4890168517942,11,Barbeque,60.265,24.853,811.216,619.397
Mike's Diner,60.2615078166477,24.8549295589328,609.6997224373225,Not Listed,4.0,615.6686522642916,56.91697137000163,971.2209306834204,12,American,60.262,24.855,609.7,615.669
Myyrmäen kirjasto,60.2613487,24.8529301,514.9335703137731,Not Listed,3.3,556.2462010774226,104.11325259328169,979.0225964487096,11,Libraries,60.261,24.853,514.934,556.246
Länsi-Vantaan Hammaslääkärit,60.2626686,24.8502293,495.4546578774573,Not Listed,4.0,529.1740632982595,126.68708575907488,855.8805767799191,11,Dentists,60.263,24.85,495.455,529.174
Katukeittiö Pilvi,60.2634709145627,24.8533391559157,673.5566363949695,Not Listed,4.0,612.484004453001,101.98766177104858,984.0006478983892,12,Chinese,60.263,24.853,673.557,612.484
Red Onion,60.2602997,24.8529797,384.8847285936161,Not Listed,3.0,553.3886677320595,204.2005078052338,972.3656211662372,11,Bars,60.26,24.853,384.885,553.389
Kulta Leopardi,60.2603,24.85298,478.251765633523,Not Listed,2.3,566.4457937206972,120.63865875230144,974.5295663728934,11,Chinese,60.26,24.853,478.252,566.446
Ravintola Tilicho,60.2638847143319,24.8512510934873,640.4116153341903,Affordable,2.3,558.2415430416581,196.3931139508936,956.275002200169,11,Himalayan/Nepalese,60.264,24.851,640.412,558.242
Rio Grande,60.26181,24.85506,654.9654044919038,Affordable,2.5,626.5354011781089,101.45296389364287,937.7375957392338,12,Mexican,60.262,24.855,654.965,626.535
Manni Steak House,60.260384553257,24.8531233125894,468.5822962731558,Not Listed,2.0,517.3170316386555,115.05017649291304,824.1715864760733,10,Restaurants,60.26,24.853,468.582,517.317
Toppari,60.261470857113,24.8550043870198,611.5159458079894,Expensive,1.0,616.864204860228,53.55682700901978,975.7231002819954,12,Irish Pub,60.261,24.855,611.516,616.864
Luna,60.26461,24.85273,772.1899948164191,Not Listed,1.0,556.0433145373944,79.8369885360829,885.1402477817219,10,Dive Bars,60.265,24.853,772.19,556.043
Elvis Burger,60.30116,25.02484,511.2597392900606,Most Affordable,2.5,695.8333651108534,130.52029390430062,985.52887472029,14,Burgers,60.301,25.025,511.26,695.833
Allun Grilli Moottori-Ravintola,60.2646103,24.8527298,414.8435704301804,Affordable,4.5,619.3968643080276,121.15483775623912,989.4890168517942,11,Barbeque,60.265,24.853,414.844,619.397
Mike's Diner,60.2615078166477,24.8549295589328,397.8143213657689,Not Listed,4.0,615.6686522642916,56.91697137000163,971.2209306834204,12,American,60.262,24.855,397.814,615.669
Myyrmäen kirjasto,60.2613487,24.8529301,306.3898885723584,Not Listed,3.3,556.2462010774226,104.11325259328169,979.0225964487096,11,Libraries,60.261,24.853,306.39,556.246
Länsi-Vantaan Hammaslääkärit,60.2626686,24.8502293,126.68708575907488,Not Listed,4.0,529.1740632982595,126.68708575907488,855.8805767799191,11,Dentists,60.263,24.85,126.687,529.174
Katukeittiö Pilvi,60.2634709145627,24.8533391559157,313.64640478492595,Not Listed,4.0,612.484004453001,101.98766177104858,984.0006478983892,12,Chinese,60.263,24.853,313.646,612.484
Red Onion,60.2602997,24.8529797,358.5251699465924,Not Listed,3.0,553.3886677320595,204.2005078052338,972.3656211662372,11,Bars,60.26,24.853,358.525,553.389
Kulta Leopardi,60.2603,24.85298,399.1475071964977,Not Listed,2.3,566.4457937206972,120.63865875230144,974.5295663728934,11,Chinese,60.26,24.853,399.148,566.446
Ravintola Tilicho,60.2638847143319,24.8512510934873,236.34848714732388,Affordable,2.3,558.2415430416581,196.3931139508936,956.275002200169,11,Himalayan/Nepalese,60.264,24.851,236.348,558.242
Rio Grande,60.26181,24.85506,419.9536515102344,Affordable,2.5,626.5354011781089,101.45296389364287,937.7375957392338,12,Mexican,60.262,24.855,419.954,626.535
Manni Steak House,60.260384553257,24.8531233125894,367.6791499027497,Not Listed,2.0,517.3170316386555,115.05017649291304,824.1715864760733,10,Restaurants,60.26,24.853,367.679,517.317
Toppari,60.261470857113,24.8550043870198,402.9293907365486,Expensive,1.0,616.864204860228,53.55682700901978,975.7231002819954,12,Irish Pub,60.261,24.855,402.929,616.864
Luna,60.26461,24.85273,363.6265696404872,Not Listed,1.0,556.0433145373944,79.8369885360829,885.1402477817219,10,Dive Bars,60.265,24.853,363.627,556.043
Allun Grilli Moottori-Ravintola,60.2646103,24.8527298,692.6466479886219,Affordable,4.5,619.3968643080276,121.15483775623912,989.4890168517942,11,Barbeque,60.265,24.853,692.647,619.397
Länsi-Vantaan Hammaslääkärit,60.2626686,24.8502293,836.5303882629444,Not Listed,4.0,529.1740632982595,126.68708575907488,855.8805767799191,11,Dentists,60.263,24.85,836.53,529.174
Katukeittiö Pilvi,60.2634709145627,24.8533391559157,813.482331618146,Not Listed,4.0,612.484004453001,101.98766177104858,984.0006478983892,12,Chinese,60.263,24.853,813.482,612.484
Ravintola Tilicho,60.2638847143319,24.8512510934873,722.4528582675301,Affordable,2.3,558.2415430416581,196.3931139508936,956.275002200169,11,Himalayan/Nepalese,60.264,24.851,722.453,558.242
Ullan Grilli,60.2711781572948,24.8557930542293,542.4176101742457,Not Listed,2.5,707.0330229294655,179.65236777601925,975.5511642418488,10,Fast Food,60.271,24.856,542.418,707.033
Luna,60.26461,24.85273,651.2179833775781,Not Listed,1.0,556.0433145373944,79.8369885360829,885.1402477817219,10,Dive Bars,60.265,24.853,651.218,556.043
Xona,60.3047800845866,25.0419797137935,827.5983235455881,Not Listed,5.0,620.9900572008955,26.517353397554164,950.556927051519,14,Pizza,60.305,25.042,827.598,620.99
Tikkurilan Kirjasto,60.2950211,25.0423203,910.3813091838412,Not Listed,4.0,593.084599964077,103.87104008276788,997.805212582168,22,Libraries,60.295,25.042,910.381,593.085
Allun Grilli Moottori-Ravintola,60.2646103,24.8527298,945.1755209906086,Affordable,4.5,619.3968643080276,121.15483775623912,989.4890168517942,11,Barbeque,60.265,24.853,945.176,619.397
Mike's Diner,60.2615078166477,24.8549295589328,880.2914498699731,Not Listed,4.0,615.6686522642916,56.91697137000163,971.2209306834204,12,American,60.262,24.855,880.291,615.669
Myyrmäen kirjasto,60.2613487,24.8529301,778.019580940421,Not Listed,3.3,556.2462010774226,104.11325259328169,979.0225964487096,11,Libraries,60.261,24.853,778.02,556.246
Länsi-Vantaan Hammaslääkärit,60.2626686,24.8502293,660.961650724052,Not Listed,4.0,529.1740632982595,126.68708575907488,855.8805767799191,11,Dentists,60.263,24.85,660.962,529.174
Katukeittiö Pilvi,60.2634709145627,24.8533391559157,852.0306318339198,Not Listed,4.0,612.484004453001,101.98766177104858,984.0006478983892,12,Chinese,60.263,24.853,852.031,612.484
Red Onion,60.2602997,24.8529797,705.8362702119077,Not Listed,3.0,553.3886677320595,204.2005078052338,972.3656211662372,11,Bars,60.26,24.853,705.836,553.389
La Caramba,60.2551236759828,24.8246383666992,996.8954866402894,Not Listed,3.0,702.4366968539474,553.5600117954758,996.8954866402894,3,Buffets,60.255,24.825,996.895,702.437
Kulta Leopardi,60.2603,24.85298,792.9869439952253,Not Listed,2.3,566.4457937206972,120.63865875230144,974.5295663728934,11,Chinese,60.26,24.853,792.987,566.446
Ravintola Tilicho,60.2638847143319,24.8512510934873,768.6527245451174,Affordable,2.3,558.2415430416581,196.3931139508936,956.275002200169,11,Himalayan/Nepalese,60.264,24.851,768.653,558.242
Rio Grande,60.26181,24.85506,916.7547007082798,Affordable,2.5,626.5354011781089,101.45296389364287,937.7375957392338,12,Mexican,60.262,24.855,916.755,626.535
Manni Steak House,60.260384553257,24.8531233125894,773.6198294940241,Not Listed,2.0,517.3170316386555,115.05017649291304,824.1715864760733,10,Restaurants,60.26,24.853,773.62,517.317
Toppari,60.261470857113,24.8550043870198,883.8745392958813,Expensive,1.0,616.864204860228,53.55682700901978,975.7231002819954,12,Irish Pub,60.261,24.855,883.875,616.864
Luna,60.26461,24.85273,885.1402477817219,Not Listed,1.0,556.0433145373944,79.8369885360829,885.1402477817219,10,Dive Bars,60.265,24.853,885.14,556.043
Rivano,60.25656,24.825,869.6822063142488,Not Listed,1.0,636.7809859538409,400.322914033503,869.6822063142488,3,Pizza,60.257,24.825,869.682,636.781
Tixident,60.2939186,25.0308704,989.3292395297746,Not Listed,5.0,635.0879068599681,48.2850285674746,989.3292395297746,21,Dentists,60.294,25.031,989.329,635.088
Elvis Burger,60.30116,25.02484,130.52029390430062,Most Affordable,2.5,695.8333651108534,130.52029390430062,985.52887472029,14,Burgers,60.301,25.025,130.52,695.833
ABC Deli,60.2449195729946,24.8475974053144,476.1757028028687,Not Listed,5.0,597.8430565007747,24.41579582463629,918.8967333955264,7,Delis,60.245,24.848,476.176,597.843
Kuparipata,60.2472687,24.8416691,85.22533135798774,Not Listed,4.0,639.366311729573,85.22533135798774,961.9096492955672,6,Comfort Food,60.247,24.842,85.225,639.366
Kong Fu Zi,60.242102045627,24.8443660140038,698.547326630264,Most Affordable,3.5,647.364859127321,339.56589269495265,951.8115905349893,5,Sushi Bars,60.242,24.844,698.547,647.365
Ilo,60.2397921979643,24.8440129682422,950.7348386551972,Most Affordable,3.0,743.4606946858862,414.2597732429207,950.7348386551972,6,Indian,60.24,24.844,950.735,743.461
Pitsku City,60.2349586,24.8467197,969.5822296017913,Not Listed,2.0,742.7253750255567,399.8119971151596,969.5822296017913,6,Bars,60.235,24.847,969.582,742.725
Roda Express,60.2391891,24.8498497,425.6991927584231,Most Affordable,1.0,615.9617996576584,71.26120165967205,930.268870488606,7,Indian,60.239,24.85,425.699,615.962
Hesburger,60.2728543719875,24.9716334887386,778.7314922252071,Most Affordable,5.0,725.6704131580848,379.2120511787962,996.5326399601818,5,Burgers,60.273,24.972,778.731,725.67
Ravintola Konja 1,60.2611008,24.9842796,794.0747652553364,Not Listed,3.0,730.3704429597018,356.3673394389236,943.2569558383144,4,Bars,60.261,24.984,794.075,730.37
McDonald's,60.27089,24.97465,559.5794593250782,Not Listed,2.5,645.9071986097387,481.3474632961699,902.1690541482432,4,Burgers,60.271,24.975,559.579,645.907
Xona,60.3047800845866,25.0419797137935,298.2388164960789,Not Listed,5.0,620.9900572008955,26.517353397554164,950.556927051519,14,Pizza,60.305,25.042,298.239,620.99
Tikkurilan Kirjasto,60.2950211,25.0423203,860.4239771423505,Not Listed,4.0,593.084599964077,103.87104008276788,997.805212582168,22,Libraries,60.295,25.042,860.424,593.085
Hesburger,60.27774,24.86816,780.6369329304309,Not Listed,4.0,514.1607811272289,33.500846174665206,780.6369329304309,6,Burgers,60.278,24.868,780.637,514.161
Ullan Grilli,60.2711781572948,24.8557930542293,719.6264845405431,Not Listed,2.5,707.0330229294655,179.65236777601925,975.5511642418488,10,Fast Food,60.271,24.856,719.626,707.033
Xona,60.3047800845866,25.0419797137935,403.3321709897091,Not Listed,5.0,620.9900572008955,26.517353397554164,950.556927051519,14,Pizza,60.305,25.042,403.332,620.99
Pikku-Santorini,60.29079,24.96904,533.573564701666,Most Expensive,4.2,512.7374021454215,83.48668248803865,963.746397614674,8,Greek,60.291,24.969,533.574,512.737
Rax,60.2907191221761,24.9694307148457,571.9941886675892,Most Affordable,5.0,532.2504143673109,108.49834912194844,955.6763546905256,8,Pizza,60.291,24.969,571.994,532.25
Hesburger,60.2902585944625,24.9608496148259,112.49820218924238,Most Affordable,5.0,473.33584939058426,111.29474629959704,774.9661116931488,9,Burgers,60.29,24.961,112.498,473.336
Il Siciliano,60.29079,24.96904,570.6984977210326,Not Listed,3.8,533.3438815838753,83.77462543978557,887.4370368211028,8,Italian,60.291,24.969,570.698,533.344
Amarillo,60.29079,24.96904,570.6984977210326,Expensive,3.6,533.3438815838753,83.77462543978557,887.4370368211028,8,Tex-Mex,60.291,24.969,570.698,533.344
Classic Pizza,60.2907681,24.962113,202.2429785854766,Affordable,3.4,464.1127445690659,21.5697389235584,814.4363901569051,9,Pizza,60.291,24.962,202.243,464.113
Chico's,60.29,24.9647,300.8974294047067,Expensive,4.0,584.3619440103499,27.711057462450643,993.5967931042256,11,American,60.29,24.965,300.897,584.362
Makaronitehdas,60.292019177819,24.9631539190099,342.7344276128604,Not Listed,3.5,501.0780823836186,131.19859944050265,842.5220237061869,9,Restaurants,60.292,24.963,342.734,501.078
Picnic,60.2924309,24.9639893,443.861166158601,Not Listed,4.0,478.53758813665206,180.94826060777584,981.1762283416704,8,Coffee & Tea,60.292,24.964,443.861,478.538
La Famiglia,60.29079,24.96904,533.573564701666,Affordable,3.3,512.7374021454215,83.48668248803865,963.746397614674,8,Italian,60.291,24.969,533.574,512.737
Jufu,60.2836303349548,24.9715617288958,947.27887970327,Most Affordable,3.3,728.0405635566599,205.0084790964925,953.644621207898,9,Chinese,60.284,24.972,947.279,728.041
Pointin Kirjasto,60.2851295,24.9572105,579.6975067934663,Not Listed,3.5,624.4961303470803,34.825091268895314,870.2284129298001,9,Libraries,60.285,24.957,579.698,624.496
Rosso Express,60.2909164,24.9620857,202.2429785854766,Most Affordable,3.5,464.1127445690659,21.5697389235584,814.4363901569051,9,Italian,60.291,24.962,202.243,464.113
Parilla Steak House,60.29079,24.96904,570.6984977210326,Affordable,2.6,533.3438815838753,83.77462543978557,887.4370368211028,8,Steakhouses,60.291,24.969,570.698,533.344
Classic American Diner,60.2903540483517,24.9631965318403,230.52422360087127,Affordable,3.0,471.1997627406649,68.49806289994521,887.2491992167016,9,American,60.29,24.963,230.524,471.2
Hanko Sushi,60.2907681,24.962113,202.2429785854766,Affordable,2.3,464.1127445690659,21.5697389235584,814.4363901569051,9,Sushi Bars,60.291,24.962,202.243,464.113
Hua Du,60.2905067282116,24.9689217274844,539.7460859743081,Not Listed,2.3,515.085634696576,72.28764065045664,941.8968868952056,8,Chinese,60.291,24.969,539.746,515.086
Ravintola Bistro,60.2952919,24.9710808,981.1461573008633,Not Listed,3.0,619.4112388804642,186.9050795033413,981.1461573008633,7,Restaurants,60.295,24.971,981.146,619.411
Fonda Del Sol,60.2923851,24.9656029,410.8735869691122,Affordable,1.8,587.1499135477687,244.676066351056,995.1445928909444,10,Mexican,60.292,24.966,410.874,587.15
Eka Kebab Pizzeria,60.2930897239661,25.0379718313145,612.5763954215944,Not Listed,5.0,590.9850591284929,93.23246800616997,949.9454305528448,22,Pizza,60.293,25.038,612.576,590.985
Hao King,60.292141,25.0435791,909.2905154282304,Most Affordable,4.7,533.0923512498033,100.21425271097849,917.4946363713644,19,Chinese,60.292,25.044,909.291,533.092
Hesburger,60.2922096,25.0415993,713.6362912822326,Not Listed,5.0,527.4455414964402,103.09713232452378,906.3157900654834,19,Burgers,60.292,25.042,713.636,527.446
Souvlaki,60.2934447404233,25.0301260873675,471.995265820599,Not Listed,5.0,619.806205844938,18.60967837701215,934.9829187257084,20,Kiosk,60.293,25.03,471.995,619.806
Tixident,60.2939186,25.0308704,519.4393444980143,Not Listed,5.0,635.0879068599681,48.2850285674746,989.3292395297746,21,Dentists,60.294,25.031,519.439,635.088
Thai Palace,60.29245,25.0398903,622.3142660358957,Not Listed,4.3,559.3607673355162,149.99054000516077,986.1533823953336,20,Thai,60.292,25.04,622.314,559.361
La Pasteria Italiana,60.292141,25.0435791,909.2905154282304,Affordable,5.0,533.0923512498033,100.21425271097849,917.4946363713644,19,Italian,60.292,25.044,909.291,533.092
Oklahoma,60.2936607259828,25.0346591413232,556.0099143017329,Most Affordable,3.9,632.0098056862938,100.21233439160424,993.9814916309292,23,American,60.294,25.035,556.01,632.01
Chico's,60.2935024383154,25.0367432748749,602.4098153148873,Not Listed,4.3,595.878199397,22.08047222871156,995.7760803554108,22,American,60.294,25.037,602.41,595.878
Oriental House,60.29245,25.0398903,622.3142660358957,Affordable,3.7,559.3607673355162,149.99054000516077,986.1533823953336,20,Chinese,60.292,25.04,622.314,559.361
Tamarin,60.2935291,25.0344032,536.6134881747842,Most Affordable,3.6,617.6691739351672,110.96304590150504,957.9519943655264,22,Thai,60.294,25.034,536.613,617.669
Sagarmatha,60.2933617,25.03158,183.6284944861347,Affordable,3.8,606.000077216373,183.6284944861347,910.0662319056288,18,Himalayan/Nepalese,60.293,25.032,183.628,606.0
Hertas,60.2908783,25.0419407,667.5834171413615,Not Listed,4.0,575.7812903649238,102.70962530625212,963.757525555402,19,Karaoke,60.291,25.042,667.583,575.781
Hua Hin,60.2900085,25.0362301,352.938710390262,Affordable,4.0,585.3731420739846,296.90765960477427,906.8126843250742,18,Buffets,60.29,25.036,352.939,585.373
Tikkurilan Kirjasto,60.2950211,25.0423203,975.8468202191144,Not Listed,4.0,593.084599964077,103.87104008276788,997.805212582168,22,Libraries,60.295,25.042,975.847,593.085
Tulisuudelma,60.2908783,25.0419407,667.5834171413615,Not Listed,4.0,575.7812903649238,102.70962530625212,963.757525555402,19,Bars,60.291,25.042,667.583,575.781
Pingviini Street Bar,60.2931495253492,25.0372042419804,588.33342357889,Not Listed,4.0,595.0034141132757,52.34195541251172,970.4132448049794,22,Bars,60.293,25.037,588.333,595.003
Hemingway's,60.2922096,25.0415993,713.6362912822326,Affordable,4.0,527.4455414964402,103.09713232452378,906.3157900654834,19,Bars,60.292,25.042,713.636,527.446
Huang Shang Huang,60.2933083,25.0328598,486.143430002376,Not Listed,4.0,596.366109342688,154.54588762513794,917.4792520054264,20,Chinese,60.293,25.033,486.143,596.366
Bistro Liekki,60.2929434070513,25.0319295,428.283089454036,Not Listed,4.0,624.0436652951491,128.9765169368255,995.7564051489716,21,Bistros,60.293,25.032,428.283,624.044
Shamrock,60.2933617,25.03158,183.6284944861347,Not Listed,3.5,606.000077216373,183.6284944861347,910.0662319056288,18,Bars,60.293,25.032,183.628,606.0
Picnic,60.2928658,25.0345211,468.27384783655447,Most Affordable,3.5,603.4118494349372,130.91273149749526,954.3587373434502,21,Coffee & Tea,60.293,25.035,468.274,603.412
Grande Parilla,60.292141,25.0435791,909.2905154282304,Affordable,3.5,533.0923512498033,100.21425271097849,917.4946363713644,19,Mediterranean,60.292,25.044,909.291,533.092
Amarillo,60.2907874,25.0418655,671.9847892435433,Expensive,2.5,578.3601334177444,105.66475294070008,968.7977084308856,19,Tex-Mex,60.291,25.042,671.985,578.36
McDonald's,60.2835808,25.0280209,588.0755735330545,Not Listed,3.0,708.4190305065923,280.4583844727952,912.1071920315824,7,Burgers,60.284,25.028,588.076,708.419
Masterpizza Tikkurila,60.2926102,25.0429592,819.7859706049821,Not Listed,3.0,546.0176070901025,87.72086519158444,982.3383561425356,19,Pizza,60.293,25.043,819.786,546.018
Torello,60.2937004678157,25.0344693655257,555.3420175592139,Not Listed,3.0,617.3268062828236,111.50733289977488,958.475847631472,22,Bars,60.294,25.034,555.342,617.327
Long Hua,60.2936434537629,25.0349624454975,562.0706232905058,Affordable,3.0,628.9978045571482,83.71198533804862,983.3667561410924,23,Japanese,60.294,25.035,562.071,628.998
Maltainen Metso,60.292141,25.0435791,909.2905154282304,Not Listed,3.0,533.0923512498033,100.21425271097849,917.4946363713644,19,Bars,60.292,25.044,909.291,533.092
