Yelp Name,Yelp Search,Yelp Category,Latitude,Longitude,Yelp Price,Yelp Rating,Rounded Latitude,Rounded Longitude,ID
Rixi-Baari,restaurants,Restaurants,60.1566615220264,24.8643040126773,Affordable,3.5,60.157,24.864,60.157_24.864
Pizzeria Luca,pizza,Pizza,60.15972,24.88023,Not Listed,5.0,60.16,24.88,60.16_24.88
Oton Soppa,comfortfood,Comfort Food,60.1609620683843,24.8923138529062,Most Affordable,4.5,60.161,24.892,60.161_24.892
Kaunis Kampela,pubs,Pubs,60.1609143735532,24.8888978740416,Expensive,3.5,60.161,24.889,60.161_24.889
Kahvila Kasinonranta,localservices,Local Services,60.1590538024902,24.8691864013672,Most Affordable,3.2,60.159,24.869,60.159_24.869
Casa Mare,pizza,Pizza,60.1603546649764,24.8772525787354,Affordable,2.8,60.16,24.877,60.16_24.877
Kotipizza,pizza,Pizza,60.160589491878,24.881395945057,Affordable,3.0,60.161,24.881,60.161_24.881
Picnic,coffee,Coffee & Tea,60.1605359830878,24.8810878019241,Most Affordable,2.5,60.161,24.881,60.161_24.881
Pizza Express,"pizza, kebab","Pizza, Kebab",60.1611519,24.8863792,Most Affordable,1.0,60.161,24.886,60.161_24.886
Pizzarium,pizza,Pizza,60.1602652,24.8805887,Not Listed,1.0,60.16,24.881,60.16_24.881
Fazer Food Services,restaurants,Restaurants,60.1656609,24.9002094,Not Listed,1.0,60.166,24.9,60.166_24.9
Ravintola Long River,chinese,Chinese,60.1618,24.85904,Not Listed,2.0,60.162,24.859,60.162_24.859
Meritähti,steak,Steakhouses,60.1627013746727,24.9142696588449,Not Listed,3.8,60.163,24.914,60.163_24.914
Skøgul,scandinavian,Scandinavian,60.1588003099795,24.9157737040715,Not Listed,3.5,60.159,24.916,60.159_24.916
Amsterdam,pubs,Pubs,60.162585769749,24.9143069899043,Affordable,3.5,60.163,24.914,60.163_24.914
Faro Channelside,bistros,Bistros,60.1616938970095,24.9127279213425,Affordable,3.2,60.162,24.913,60.162_24.913
Pizzataxi,hotdogs,Fast Food,60.1630211,24.9163303,Not Listed,3.7,60.163,24.916,60.163_24.916
Ciao! Caffé,"icecream, italian","Ice Cream & Frozen Yogurt, Italian",60.1634460116352,24.9108981600494,Not Listed,3.7,60.163,24.911,60.163_24.911
Jätkäsaaren Sushi,sushi,Sushi Bars,60.1593570376565,24.9116358160973,Affordable,4.0,60.159,24.912,60.159_24.912
Rawa,vegan,Vegan,60.15796,24.90865,Not Listed,4.0,60.158,24.909,60.158_24.909
Dylan Milk,salad,Salad,60.1644434,24.9094229,Affordable,3.3,60.164,24.909,60.164_24.909
Poiju,indpak,Indian,60.1613884,24.9146099,Not Listed,3.0,60.161,24.915,60.161_24.915
Dacca,indpak,Indian,60.1628418,24.9132404,Not Listed,3.0,60.163,24.913,60.163_24.913
Picnic,coffee,Coffee & Tea,60.1637283561423,24.9165630340576,Not Listed,3.0,60.164,24.917,60.164_24.917
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.1644783,24.9070702,Most Affordable,2.0,60.164,24.907,60.164_24.907
Little Big Cafe,foodstands,Food Stands,60.1558924665534,24.9207818135619,Most Affordable,4.0,60.156,24.921,60.156_24.921
Hernesaaren Ranta,bars,Bars,60.1506477,24.9256539,Affordable,3.7,60.151,24.926,60.151_24.926
Zio Pepe,italian,Italian,60.16745,24.9255295,Affordable,3.6,60.167,24.926,60.167_24.926
Kabuki,japanese,Japanese,60.167340411337,24.924364917857,Expensive,3.6,60.167,24.924,60.167_24.924
Viola,"scandinavian, restaurants","Scandinavian, Restaurants",60.162159,24.9246197,Expensive,4.0,60.162,24.925,60.162_24.925
Guangzhou Yuan,chinese,Chinese,60.1661491,24.9256191,Not Listed,4.0,60.166,24.926,60.166_24.926
Zahrami,mideastern,Middle Eastern,60.1633186,24.9271393,Not Listed,4.0,60.163,24.927,60.163_24.927
Clarion Hotel Helsinki,hotels,Hotels,60.1600600135962,24.9216487459254,Expensive,3.5,60.16,24.922,60.16_24.922
Shangai Kitchen,sushi,Sushi Bars,60.1663818,24.9264202,Not Listed,4.0,60.166,24.926,60.166_24.926
Subway,"hotdogs, sandwiches","Fast Food, Sandwiches",60.1562635331392,24.9212830513716,Affordable,3.2,60.156,24.921,60.156_24.921
Ravintola Merimakasiini,seafood,Seafood,60.1610112807478,24.9267661571503,Most Expensive,3.1,60.161,24.927,60.161_24.927
Cafe+,japanese,Japanese,60.1663818,24.9264202,Not Listed,4.0,60.166,24.926,60.166_24.926
Hanko Sushi,"japanese, sushi","Japanese, Sushi Bars",60.1636954955903,24.9201472950454,Affordable,3.3,60.164,24.92,60.164_24.92
Pihka,scandinavian,Scandinavian,60.1640878354227,24.9206771104303,Not Listed,3.5,60.164,24.921,60.164_24.921
Pintos,pizza,Pizza,60.1627884,24.92696,Most Affordable,2.7,60.163,24.927,60.163_24.927
Taste of Thai,thai,Thai,60.1641502,24.9189491,Not Listed,3.0,60.164,24.919,60.164_24.919
Itämeri,restaurants,Restaurants,60.1638412,24.9199009,Affordable,3.0,60.164,24.92,60.164_24.92
Jätkäsaaren koirapuisto,dog_parks,Dog Parks,60.1624413,24.9230194,Not Listed,3.0,60.162,24.923,60.162_24.923
Löyly,scandinavian,Scandinavian,60.1518407742113,24.9304517713644,Expensive,4.2,60.152,24.93,60.152_24.93
Koto,japanese,Japanese,60.164801245461,24.9337935447693,Affordable,4.1,60.165,24.934,60.165_24.934
MINIBAR Helsinki,bars,Bars,60.16665,24.93291,Not Listed,5.0,60.167,24.933,60.167_24.933
Kantipur,himalayan,Himalayan/Nepalese,60.1646455,24.9331281,Affordable,3.9,60.165,24.933,60.165_24.933
Sushibar + Wine,sushi,Sushi Bars,60.1668701,24.9326496,Expensive,3.9,60.167,24.933,60.167_24.933
Birgitta,breakfast_brunch,Breakfast & Brunch,60.1535186033809,24.9319385815273,Affordable,3.9,60.154,24.932,60.154_24.932
Sumo,"japanese, sushi","Japanese, Sushi Bars",60.16624,24.93328,Affordable,4.3,60.166,24.933,60.166_24.933
Subway,"hotdogs, sandwiches","Fast Food, Sandwiches",60.1637550453562,24.930312037468,Not Listed,4.3,60.164,24.93,60.164_24.93
Muru,french,French,60.1651688,24.9363308,Expensive,4.2,60.165,24.936,60.165_24.936
Lappi,scandinavian,Scandinavian,60.1665611,24.9367809,Most Expensive,4.1,60.167,24.937,60.167_24.937
Frida’s,latin,Latin American,60.16477,24.93516,Not Listed,5.0,60.165,24.935,60.165_24.935
Bär Bar,juicebars,Juice Bars & Smoothies,60.1648834706708,24.9360921362457,Not Listed,5.0,60.165,24.936,60.165_24.936
Ravintola Inari,restaurants,Restaurants,60.162496124897,24.9360653758049,Not Listed,5.0,60.162,24.936,60.162_24.936
Sakura Sushi,japanese,Japanese,60.1609226723309,24.9378774306467,Affordable,5.0,60.161,24.938,60.161_24.938
La Tartufata,gourmet,Specialty Food,60.1583786,24.9418793,Not Listed,5.0,60.158,24.942,60.158_24.942
Armenian Grill House,food,Food,60.16176,24.93884,Not Listed,5.0,60.162,24.939,60.162_24.939
Ravintola Paulette,bistros,Bistros,60.1585570390322,24.946066842623,Not Listed,5.0,60.159,24.946,60.159_24.946
Tostada Helsinki,grocery,Grocery,60.1588402,24.9426308,Affordable,5.0,60.159,24.943,60.159_24.943
Sushi'N'Roll,sushi,Sushi Bars,60.157156853494,24.9454867235417,Expensive,3.9,60.157,24.945,60.157_24.945
The Boom Room,japanese,Japanese,60.1618062,24.937433,Most Affordable,4.3,60.162,24.937,60.162_24.937
Levain,bakeries,Bakeries,60.15925,24.93641,Not Listed,4.3,60.159,24.936,60.159_24.936
Len's Keishoku,japanese,Japanese,60.1606293,24.9405594,Affordable,4.3,60.161,24.941,60.161_24.941
Restroom,bars,Bars,60.1579530081947,24.9366839670427,Affordable,3.8,60.158,24.937,60.158_24.937
Annapurna,himalayan,Himalayan/Nepalese,60.1622086,24.9404697,Affordable,3.8,60.162,24.94,60.162_24.94
Seaside Garden,chinese,Chinese,60.1582108,24.9363308,Most Affordable,4.0,60.158,24.936,60.158_24.936
Lungi,gastropubs,Gastropubs,60.1597633,24.9464035,Affordable,3.7,60.16,24.946,60.16_24.946
Punavuoren Ahven,pubs,Pubs,60.16082,24.9375896,Affordable,3.7,60.161,24.938,60.161_24.938
Himalaya,himalayan,Himalayan/Nepalese,60.1638603,24.94524,Affordable,4.0,60.164,24.945,60.164_24.945
Ursula,coffee,Coffee & Tea,60.155164493191,24.960940656696,Affordable,4.0,60.155,24.961,60.155_24.961
Black Door,pubs,Pubs,60.1641161562101,24.9435858598023,Affordable,3.9,60.164,24.944,60.164_24.944
Ravintola Monal,indpak,Indian,60.1631,24.94172,Not Listed,4.3,60.163,24.942,60.163_24.942
Kotipizza,pizza,Pizza,60.1634598,24.9412804,Not Listed,4.5,60.163,24.941,60.163_24.941
Ravintola OX,mediterranean,Mediterranean,60.1642894149301,24.9445254758114,Affordable,4.0,60.164,24.945,60.164_24.945
Central,modern_european,Modern European,60.1575,24.94643,Affordable,3.7,60.158,24.946,60.158_24.946
Mattolaituri,bars,Bars,60.1538050166312,24.9558801988731,Affordable,3.6,60.154,24.956,60.154_24.956
Playground,bars,Bars,60.1634712,24.943119,Affordable,3.8,60.163,24.943,60.163_24.943
Kirurginen Sairaala,oralsurgeons,Oral Surgeons,60.1615295,24.9490795,Not Listed,4.0,60.162,24.949,60.162_24.949
William K.,"restaurants, pubs, bars","Restaurants, Pubs, Bars",60.163132518403,24.9423842075,Affordable,3.4,60.163,24.942,60.163_24.942
Primula,scandinavian,Scandinavian,60.1604454175309,24.9417757987976,Affordable,3.3,60.16,24.942,60.16_24.942
Happy Waffle Helsinki,waffles,Waffles,60.17167,24.94683,Not Listed,4.2,60.172,24.947,60.172_24.947
On The Rocks,bars,Bars,60.1712386370615,24.9455705632046,Affordable,4.1,60.171,24.946,60.171_24.946
B-Smokery,burgers,Burgers,60.190321285681,24.972456738434,Affordable,4.0,60.19,24.972,60.19_24.972
Phloopy's Crêperie & Café,creperies,Creperies,60.1883136361935,24.9178904214264,Not Listed,5.0,60.188,24.918,60.188_24.918
Laiska Karhu,divebars,Dive Bars,60.174511,24.9194202,Most Affordable,4.0,60.175,24.919,60.175_24.919
Villetta,pizza,Pizza,60.1822207547844,24.9239924025402,Affordable,3.9,60.182,24.924,60.182_24.924
Trattoria Sogno,italian,Italian,60.1777356293443,24.9249926447523,Expensive,3.9,60.178,24.925,60.178_24.925
Coma,mediterranean,Mediterranean,60.1747200301483,24.9277671217453,Expensive,4.3,60.175,24.928,60.175_24.928
William K.,"restaurants, pubs, bars","Restaurants, Pubs, Bars",60.1835213,24.9235497,Affordable,3.8,60.184,24.924,60.184_24.924
Mamma Rosa,italian,Italian,60.1793688410191,24.9237973474549,Expensive,3.7,60.179,24.924,60.179_24.924
Maharaja,indpak,Indian,60.1847305,24.9234695,Affordable,3.7,60.185,24.923,60.185_24.923
Hokkaido,sushi,Sushi Bars,60.18857,24.91731,Not Listed,4.0,60.189,24.917,60.189_24.917
THAi Ocha,thai,Thai,60.1892659,24.9174563,Affordable,4.0,60.189,24.917,60.189_24.917
Meilahden kampuskirjasto Terkko,libraries,Libraries,60.1903305,24.9082203,Not Listed,4.5,60.19,24.908,60.19_24.908
Korjaamo,restaurants,Restaurants,60.1843109,24.9200001,Most Affordable,3.6,60.184,24.92,60.184_24.92
Lime Tree,asianfusion,Asian Fusion,60.1786862,24.9244374,Affordable,3.6,60.179,24.924,60.179_24.924
Gandi,indpak,Indian,60.1843978071474,24.9244910907599,Affordable,3.6,60.184,24.924,60.184_24.924
Phad Thai,thai,Thai,60.1890180025028,24.9189361184835,Affordable,3.6,60.189,24.919,60.189_24.919
Zuhat,pizza,Pizza,60.1835,24.91901,Affordable,3.6,60.184,24.919,60.184_24.919
Hong Kong,chinese,Chinese,60.1857185,24.9221001,Affordable,3.6,60.186,24.922,60.186_24.922
Ravintola Jing Cheng,chinese,Chinese,60.17695,24.92771,Affordable,4.0,60.177,24.928,60.177_24.928
Tokyo 55,sushi,Sushi Bars,60.179451,24.9239025,Expensive,3.5,60.179,24.924,60.179_24.924
Janoinen Lohi,pubs,Pubs,60.1852648376011,24.9173140525818,Affordable,3.4,60.185,24.917,60.185_24.917
Töölön torigrilli,hotdog,Hot Dogs,60.1789953273992,24.923704290411,Not Listed,3.4,60.179,24.924,60.179_24.924
Picnic,coffee,Coffee & Tea,60.1840591,24.9174194,Most Affordable,3.4,60.184,24.917,60.184_24.917
Bar Teos,tapasmallplates,Tapas/Small Plates,60.1803818,24.9251499,Affordable,3.4,60.18,24.925,60.18_24.925
Karhu Ministeri,pubs,Pubs,60.1895714,24.9172592,Affordable,3.3,60.19,24.917,60.19_24.917
Ravintola Lehtovaara,scandinavian,Scandinavian,60.1836,24.91593,Most Expensive,3.3,60.184,24.916,60.184_24.916
Diyalo,himalayan,Himalayan/Nepalese,60.1846761554171,24.9232234073229,Affordable,4.0,60.185,24.923,60.185_24.923
Ravintola Töölönranta,brasseries,Brasseries,60.1825748262936,24.9313629009158,Expensive,3.3,60.183,24.931,60.183_24.931
Viisi Penniä,gastropubs,Gastropubs,60.1902504,24.9161301,Most Affordable,3.2,60.19,24.916,60.19_24.916
Macu,mediterranean,Mediterranean,60.1799316,24.9271393,Expensive,3.2,60.18,24.927,60.18_24.927
Fafa's,"mideastern, falafel","Middle Eastern, Falafel",60.1813001768981,24.9256667912975,Most Affordable,3.7,60.181,24.926,60.181_24.926
Dennis,italian,Italian,60.1804529046444,24.9246311187744,Affordable,3.1,60.18,24.925,60.18_24.925
White Lady,restaurants,Restaurants,60.195542025169,24.903348334871,Affordable,3.2,60.196,24.903,60.196_24.903
McDonald's,"hotdogs, burgers","Fast Food, Burgers",60.1901016,24.9164696,Most Affordable,3.1,60.19,24.916,60.19_24.916
Lie Mi,vietnamese,Vietnamese,60.1809280778816,24.9252896233852,Not Listed,3.0,60.181,24.925,60.181_24.925
Ravintola Mama's & Papa's,restaurants,Restaurants,60.1795998,24.9242096,Not Listed,4.0,60.18,24.924,60.18_24.924
Eläintarhan koirapuisto,pets,Pets,60.1888695,24.9272594,Not Listed,4.0,60.189,24.927,60.189_24.927
Unicafe,"restaurants, comfortfood","Restaurants, Comfort Food",60.1907616,24.9098206,Not Listed,4.0,60.191,24.91,60.191_24.91
Burger King,"burgers, hotdogs","Burgers, Fast Food",60.19072,24.91162,Most Affordable,4.0,60.191,24.912,60.191_24.912
Helsingin Astanga joogakoulu,yoga,Yoga,60.1835899,24.9471207,Not Listed,4.5,60.184,24.947,60.184_24.947
Korphai,thai,Thai,60.185218237293,24.9427771995798,Most Affordable,4.5,60.185,24.943,60.185_24.943
Sirdie,pubs,Pubs,60.1835899,24.9471207,Most Affordable,3.8,60.184,24.947,60.184_24.947
Maltainen Riekko,pubs,Pubs,60.1921806,24.9446297,Affordable,3.6,60.192,24.945,60.192_24.945
Weeruska,scandinavian,Scandinavian,60.1908014222147,24.9463999271393,Affordable,3.3,60.191,24.946,60.191_24.946
Boatip,thai,Thai,60.1849289,24.9418507,Most Affordable,4.0,60.185,24.942,60.185_24.942
MusKan,himalayan,Himalayan/Nepalese,60.1913412130312,24.9452347014189,Not Listed,4.0,60.191,24.945,60.191_24.945
Bodo,ramen,Ramen,60.1852703386453,24.9417335540056,Affordable,3.7,60.185,24.942,60.185_24.942
Nellu Pub,pubs,Pubs,60.1986809,24.9335194,Expensive,3.2,60.199,24.934,60.199_24.934
The Wrap'n Roll Café,vietnamese,Vietnamese,60.1939947,24.9063852,Affordable,4.0,60.194,24.906,60.194_24.906
Restaurant Red Apple,chinese,Chinese,60.1804059,24.9248011,Not Listed,4.0,60.18,24.925,60.18_24.925
Ristorante Il Trio,pizza,Pizza,60.19076,24.9151,Not Listed,4.0,60.191,24.915,60.191_24.915
Mullikka,bars,Bars,60.193180279879,24.90686785043,Affordable,3.0,60.193,24.907,60.193_24.907
Cafe Truffel,coffee,Coffee & Tea,60.1828613,24.9227905,Most Affordable,4.0,60.183,24.923,60.183_24.923
Food House,chinese,Chinese,60.19694,24.92787,Not Listed,4.0,60.197,24.928,60.197_24.928
Ravintola N:o 11,modern_european,Modern European,60.1948332603522,24.899697303772,Affordable,3.8,60.195,24.9,60.195_24.9
Tilkan Hammassairaala,dentists,Dentists,60.1991692,24.9003296,Not Listed,5.0,60.199,24.9,60.199_24.9
Keskuspuiston koirapuisto,dog_parks,Dog Parks,60.1991692,24.9217701,Not Listed,3.7,60.199,24.922,60.199_24.922
Ølhus Helsinki,pubs,Pubs,60.1894469653287,24.9162536688861,Affordable,4.0,60.189,24.916,60.189_24.916
Ravintola Freshco,restaurants,Restaurants,60.1877708,24.9225998,Not Listed,4.0,60.188,24.923,60.188_24.923
Jitu's Pizza & Kebab,pizza,Pizza,60.1857132,24.9217229,Most Affordable,3.3,60.186,24.922,60.186_24.922
Sportbar Töölö,restaurants,Restaurants,60.1882286,24.9177494,Not Listed,2.8,60.188,24.918,60.188_24.918
Kolmen Sepän terassi,streetvendors,Street Vendors,60.1695213,24.9405003,Expensive,3.0,60.17,24.941,60.17_24.941
Thai Manohra,thai,Thai,60.1847305,24.9234695,Not Listed,3.5,60.185,24.923,60.185_24.923
Fellows,bars,Bars,60.18253,24.92541,Affordable,2.6,60.183,24.925,60.183_24.925
Sokos Hotel Pasila,hotels,Hotels,60.19907,24.9257908,Affordable,3.0,60.199,24.926,60.199_24.926
Chico's,tradamerican,American,60.1829796,24.9246902,Affordable,2.3,60.183,24.925,60.183_24.925
Messenius,scandinavian,Scandinavian,60.18834,24.9146,Not Listed,3.0,60.188,24.915,60.188_24.915
Uimakoulu Pikku Joutsen,swimminglessons,Swimming Lessons/Schools,60.19411,24.89388,Not Listed,4.0,60.194,24.894,60.194_24.894
Bistro Gradus,buffets,Buffets,60.194809,24.8924198,Not Listed,4.0,60.195,24.892,60.195_24.892
Iloinen Kahvila,coffee,Coffee & Tea,60.1983625697923,24.8844078603837,Most Affordable,4.3,60.198,24.884,60.198_24.884
Munkkiniemen Pizzeria Ja Kebab,pizza,Pizza,60.1985512,24.8845596,Most Affordable,3.3,60.199,24.885,60.199_24.885
Pikku Baari,divebars,Dive Bars,60.1999397,24.8838902,Most Affordable,3.0,60.2,24.884,60.2_24.884
Nan Hai,chinese,Chinese,60.1999397,24.8838902,Affordable,3.0,60.2,24.884,60.2_24.884
Kotipizza,pizza,Pizza,60.1845207,24.9177895,Affordable,3.0,60.185,24.918,60.185_24.918
McDonald's,"hotdogs, burgers","Fast Food, Burgers",60.1955109,24.8909607,Most Affordable,2.7,60.196,24.891,60.196_24.891
FeltBay,bars,Bars,60.1975452850905,24.8997010580666,Affordable,3.0,60.198,24.9,60.198_24.9
Stadin Ravintola,pizza,Pizza,60.18886,24.9182,Not Listed,3.0,60.189,24.918,60.189_24.918
Hong Ye,chinese,Chinese,60.1852994,24.9154735,Most Affordable,2.0,60.185,24.915,60.185_24.915
Manteli / Annin Juhlapalvelu,restaurants,Restaurants,60.1907788,24.9137808,Not Listed,2.5,60.191,24.914,60.191_24.914
Mexi,divebars,Dive Bars,60.1901016,24.9164696,Not Listed,2.0,60.19,24.916,60.19_24.916
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.1905594,24.9148293,Not Listed,1.7,60.191,24.915,60.191_24.915
Manskun Pizza & Kebab,kebab,Kebab,60.1932608,24.9069607,Not Listed,1.0,60.193,24.907,60.193_24.907
Ravintola Mestarikilta,restaurants,Restaurants,60.2016029,24.9206505,Not Listed,2.0,60.202,24.921,60.202_24.921
Gurans,himalayan,Himalayan/Nepalese,60.2031699,24.8990009,Affordable,4.2,60.203,24.899,60.203_24.899
Pizzeria Ravintola Rose Way,restaurants,Restaurants,60.2077713,24.8874207,Most Affordable,4.0,60.208,24.887,60.208_24.887
Hammaslääketieteen kirjasto,libraries,Libraries,60.2060204,24.8972397,Not Listed,4.0,60.206,24.897,60.206_24.897
Kirjastoauto Helsinki,libraries,Libraries,60.2054341376741,24.8930142447352,Not Listed,4.0,60.205,24.893,60.205_24.893
Sir Olavi,indpak,Indian,60.2050781,24.8949604,Not Listed,3.5,60.205,24.895,60.205_24.895
Tilkanranta,restaurants,Restaurants,60.2028198,24.8950005,Most Affordable,2.0,60.203,24.895,60.203_24.895
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2043419,24.8997307,Not Listed,1.0,60.204,24.9,60.204_24.9
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2020410120427,24.8814147681719,Most Affordable,2.8,60.202,24.881,60.202_24.881
Veggie,gluten_free,Gluten-Free,60.19742,24.87775,Most Affordable,4.3,60.197,24.878,60.197_24.878
La Cantine,bistros,Bistros,60.1994452,24.8774014,Not Listed,4.3,60.199,24.877,60.199_24.877
Meritorppa,seafood,Seafood,60.1922493,24.8735199,Most Expensive,4.3,60.192,24.874,60.192_24.874
Solna,french,French,60.1973114,24.8784103,Expensive,4.1,60.197,24.878,60.197_24.878
Munkkiniemen kirjasto,libraries,Libraries,60.196895750298,24.875869006107,Not Listed,4.0,60.197,24.876,60.197_24.876
Joogatila,yoga,Yoga,60.1983986,24.8776093,Not Listed,5.0,60.198,24.878,60.198_24.878
Ukko-Munkki,pubs,Pubs,60.1995451435278,24.8776286869569,Affordable,3.5,60.2,24.878,60.2_24.878
Delivo,"coffee, delis","Coffee & Tea, Delis",60.1981888,24.8783092,Most Affordable,3.4,60.198,24.878,60.198_24.878
Wanha Munkki,pizza,Pizza,60.1952209,24.8730507,Not Listed,4.0,60.195,24.873,60.195_24.873
Cafe Tarina,coffee,Coffee & Tea,60.1984710761161,24.8758730640685,Not Listed,3.5,60.198,24.876,60.198_24.876
Kotipizza,pizza,Pizza,60.19731,24.87841,Affordable,3.0,60.197,24.878,60.197_24.878
Bistro Maria,bistros,Bistros,60.1983986,24.8776093,Not Listed,3.0,60.198,24.878,60.198_24.878
Pizza Paja,kebab,Kebab,60.1978416,24.8796005,Not Listed,2.5,60.198,24.88,60.198_24.88
Torpanranta,coffee,Coffee & Tea,60.1945136748468,24.8712655492622,Affordable,3.7,60.195,24.871,60.195_24.871
Kahvila '52,sandwiches,Sandwiches,60.1811485,24.8839798,Affordable,3.5,60.181,24.884,60.181_24.884
Ravintola Seurasaari,scandinavian,Scandinavian,60.1810718348852,24.8832118125977,Expensive,2.2,60.181,24.883,60.181_24.883
Sushi-San,sushi,Sushi Bars,60.2053631,24.8791424,Affordable,4.1,60.205,24.879,60.205_24.879
Pizza Hut,pizza,Pizza,60.2059517,24.8777008,Most Affordable,2.6,60.206,24.878,60.206_24.878
La Torrefazione,breakfast_brunch,Breakfast & Brunch,60.1687668954538,24.9436640739441,Affordable,4.2,60.169,24.944,60.169_24.944
Friends & Brgrs,burgers,Burgers,60.1696718387802,24.9450117023004,Affordable,4.1,60.17,24.945,60.17_24.945
Café Rakastan,vegan,Vegan,60.1746623,24.9335523,Not Listed,5.0,60.175,24.934,60.175_24.934
Ravintola Kaisaniemi,buffets,Buffets,60.1768220435389,24.9412835715367,Not Listed,3.8,60.177,24.941,60.177_24.941
St. Urho's Pub,modern_european,Modern European,60.174114160805,24.9313688278198,Affordable,3.8,60.174,24.931,60.174_24.931
Navy Jerry's,bars,Bars,60.16967,24.92577,Expensive,3.7,60.17,24.926,60.17_24.926
Kuningatar Saba,ethiopian,Ethiopian,60.1712914,24.9197502,Affordable,3.6,60.171,24.92,60.171_24.92
Pub Pete,bars,Bars,60.1701851427934,24.9226696437962,Affordable,3.5,60.17,24.923,60.17_24.923
Funny Deli,delis,Delis,60.1729654,24.9192519,Not Listed,4.0,60.173,24.919,60.173_24.919
Falafel,mideastern,Middle Eastern,60.1740189,24.9195499,Most Affordable,4.0,60.174,24.92,60.174_24.92
Oliva Verde,italian,Italian,60.1699730413016,24.9261975288391,Not Listed,3.7,60.17,24.926,60.17_24.926
Full House,chinese,Chinese,60.1773633470918,24.9221825809509,Most Affordable,3.3,60.177,24.922,60.177_24.922
DATE + KALE,vegan,Vegan,60.169,24.9335,Affordable,5.0,60.169,24.934,60.169_24.934
Gallen-Kallelan Museo,museums,Museums,60.20626,24.838,Affordable,3.8,60.206,24.838,60.206_24.838
Tarvaspään Kahvila- ja Tilausravintola,catering,Caterers,60.2062607,24.8379993,Not Listed,3.5,60.206,24.838,60.206_24.838
Leppävaaran Pizzapalvelu,pizza,Pizza,60.211689,24.82337,Most Affordable,3.5,60.212,24.823,60.212_24.823
Ravintola Nova Bistro - Stella Business Park,bistros,Bistros,60.2108917,24.8180809,Not Listed,3.0,60.211,24.818,60.211_24.818
Terra,restaurants,Restaurants,60.2121696,24.8174992,Most Affordable,3.0,60.212,24.817,60.212_24.817
Sävellys,indpak,Indian,60.2041442623076,24.8048747945094,Not Listed,2.0,60.204,24.805,60.204_24.805
Curry Palace,indpak,Indian,60.2168780126013,24.8106281137299,Affordable,4.0,60.217,24.811,60.217_24.811
Fuku Supreme,sushi,Sushi Bars,60.2181386206171,24.8099659124441,Affordable,4.0,60.218,24.81,60.218_24.81
Sellon kirjasto,libraries,Libraries,60.2176064637757,24.8099352167005,Not Listed,4.0,60.218,24.81,60.218_24.81
Classic Pizza,pizza,Pizza,60.2183939716667,24.8118827019196,Affordable,4.3,60.218,24.812,60.218_24.812
Ravintola Base,restaurants,Restaurants,60.2176404335502,24.8124413106482,Affordable,3.6,60.218,24.812,60.218_24.812
Chico's,tradamerican,American,60.2182372478054,24.811621321865,Affordable,3.2,60.218,24.812,60.218_24.812
Ristorante Il Gabbiano,italian,Italian,60.21838,24.8083591,Affordable,3.7,60.218,24.808,60.218_24.808
Lime Leaf,thai,Thai,60.21838,24.8083591,Affordable,2.9,60.218,24.808,60.218_24.808
Stadin Kebab,hotdogs,Fast Food,60.2181282,24.8128109,Most Affordable,3.3,60.218,24.813,60.218_24.813
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2181282,24.8128109,Most Affordable,3.3,60.218,24.813,60.218_24.813
Mandarin Palace,chinese,Chinese,60.2181769153571,24.8119641745302,Affordable,2.8,60.218,24.812,60.218_24.812
William K.,"restaurants, pubs, bars","Restaurants, Pubs, Bars",60.21813,24.81281,Affordable,2.6,60.218,24.813,60.218_24.813
3 Amigos,mexican,Mexican,60.218678015512,24.8130964177559,Not Listed,3.0,60.219,24.813,60.219_24.813
Picnic,coffee,Coffee & Tea,60.2181186296699,24.8143815994263,Not Listed,3.0,60.218,24.814,60.218_24.814
Chopsticks,japanese,Japanese,60.2167091,24.8097401,Affordable,3.0,60.217,24.81,60.217_24.81
Ravintola Raviini,restaurants,Restaurants,60.2186699,24.8474903,Not Listed,3.0,60.219,24.847,60.219_24.847
Starbucks Sello,coffee,Coffee & Tea,60.2187590145854,24.8087738073472,Not Listed,3.0,60.219,24.809,60.219_24.809
Kotipizza,pizza,Pizza,60.2180501447501,24.8103685740582,Most Affordable,2.5,60.218,24.81,60.218_24.81
Leppävaaran uimahalli,swimmingpools,Swimming Pools,60.2120018005371,24.8238277435303,Not Listed,2.0,60.212,24.824,60.212_24.824
Smoker's Beer & BBQ,bbq,Barbeque,60.2181822446383,24.8080193996429,Not Listed,2.0,60.218,24.808,60.218_24.808
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.21838,24.8083591,Not Listed,2.0,60.218,24.808,60.218_24.808
Rax,"pizza, buffets","Pizza, Buffets",60.2181282,24.8128109,Most Affordable,1.5,60.218,24.813,60.218_24.813
Café Zoceria,desserts,Desserts,60.2212626038991,24.8131692645569,Affordable,4.3,60.221,24.813,60.221_24.813
Persian Ravintola,persian,Persian/Iranian,60.2213130732273,24.8156483304776,Not Listed,4.0,60.221,24.816,60.221_24.816
