Yelp Name,Yelp Search,Yelp Category,Latitude,Longitude,Yelp Price,Yelp Rating,Rounded Latitude,Rounded Longitude,ID
Subway,"hotdogs, sandwiches","Fast Food, Sandwiches",60.1988326640548,24.9335390047546,Most Affordable,3.0,60.199,24.934,60.199_24.934
Ravintola Windsor,bars,Bars,60.1982117,24.9260292,Not Listed,2.5,60.198,24.926,60.198_24.926
Alppipuiston koira-aitaus,dog_parks,Dog Parks,60.1919087431155,24.9347063439026,Not Listed,2.0,60.192,24.935,60.192_24.935
Olohuone,coffee,Coffee & Tea,60.2017088847703,24.9374893790779,Not Listed,2.0,60.202,24.937,60.202_24.937
Baari 7-Veljestä,pubs,Pubs,60.19489,24.93833,Not Listed,2.0,60.195,24.938,60.195_24.938
Pub East-West,pubs,Pubs,60.1992302,24.9407597,Expensive,2.0,60.199,24.941,60.199_24.941
Ravintola Mode,pubs,Pubs,60.1909599,24.9419098,Not Listed,1.0,60.191,24.942,60.191_24.942
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2019997,24.9367294,Not Listed,1.0,60.202,24.937,60.202_24.937
Itä-Pasilan Hammaslääkärit,dentists,Dentists,60.2006607,24.9346504,Not Listed,1.0,60.201,24.935,60.201_24.935
Thai Curry,thai,Thai,60.2134018,24.9572201,Not Listed,4.0,60.213,24.957,60.213_24.957
Dylan,buffets,Buffets,60.2116741327915,24.9782010083565,Affordable,3.8,60.212,24.978,60.212_24.978
El Karim,restaurants,Restaurants,60.2119898692537,24.9542806968145,Affordable,3.8,60.212,24.954,60.212_24.954
Käpygrilli,modern_european,Modern European,60.21073,24.9502,Affordable,3.6,60.211,24.95,60.211_24.95
Cactus,mexican,Mexican,60.2093331,24.9461591,Affordable,4.0,60.209,24.946,60.209_24.946
Old Sophie,bars,Bars,60.208830363413,24.9476967683157,Affordable,3.4,60.209,24.948,60.209_24.948
Oljenkorsi,pubs,Pubs,60.20721,24.9685099,Affordable,3.3,60.207,24.969,60.207_24.969
Parmesan Arabia,falafel,Falafel,60.2075721599131,24.9776406213641,Most Affordable,4.0,60.208,24.978,60.208_24.978
Arabianrannan kirjasto,libraries,Libraries,60.2089806,24.9767303,Not Listed,3.5,60.209,24.977,60.209_24.977
China Flavor,chinese,Chinese,60.2027268424335,24.9680902808905,Not Listed,4.0,60.203,24.968,60.203_24.968
Olotila,bars,Bars,60.2074474604679,24.9792067967284,Expensive,3.1,60.207,24.979,60.207_24.979
Päätön Kana,pubs,Pubs,60.2140503,24.9447403,Not Listed,4.0,60.214,24.945,60.214_24.945
Hampuris,"hotdogs, burgers","Fast Food, Burgers",60.1986313,24.9699078,Not Listed,4.0,60.199,24.97,60.199_24.97
Vallilanlaakson koirapuisto,dog_parks,Dog Parks,60.1981392,24.9584007,Not Listed,4.0,60.198,24.958,60.198_24.958
Käpylän Yhdyskuntaklubi,nonprofit,Community Service/Non-Profit,60.210653554506,24.945648527125,Not Listed,4.0,60.211,24.946,60.211_24.946
Swagatam,himalayan,Himalayan/Nepalese,60.2084163503134,24.9781293528306,Not Listed,4.0,60.208,24.978,60.208_24.978
Herkku-Haarukka,indpak,Indian,60.2103119,24.9760704,Most Affordable,2.9,60.21,24.976,60.21_24.976
Nyyrikki,restaurants,Restaurants,60.2140470149767,24.9448013305664,Expensive,3.3,60.214,24.945,60.214_24.945
Taideteollisen korkeakoulun kirjasto,libraries,Libraries,60.2087625,24.9756101,Not Listed,3.5,60.209,24.976,60.209_24.976
Parmesan,hotdogs,Fast Food,60.2086245349624,24.9657321750898,Most Affordable,3.0,60.209,24.966,60.209_24.966
Arabiakeskus,libraries,Libraries,60.2089806,24.9767303,Not Listed,3.0,60.209,24.977,60.209_24.977
Chico's,tradamerican,American,60.20224,24.9668293,Not Listed,3.0,60.202,24.967,60.202_24.967
Pizza Express,"pizza, kebab","Pizza, Kebab",60.21323,24.94428,Not Listed,3.0,60.213,24.944,60.213_24.944
Käpylän Kirjasto,libraries,Libraries,60.210839835543,24.947144832314,Not Listed,3.0,60.211,24.947,60.211_24.947
Ravintola Nyyrikki,comfortfood,Comfort Food,60.2140503,24.9447403,Not Listed,3.0,60.214,24.945,60.214_24.945
Kumpulanlaakson koirapuisto,dog_parks,Dog Parks,60.2054179699607,24.9589000922201,Not Listed,3.0,60.205,24.959,60.205_24.959
Pub Kasin Kulma,pubs,Pubs,60.1965408,24.9618301,Most Affordable,1.0,60.197,24.962,60.197_24.962
Ciao! Caffé,"icecream, italian","Ice Cream & Frozen Yogurt, Italian",60.20292,24.96819,Most Affordable,1.0,60.203,24.968,60.203_24.968
Vantaan Kaupunki Länsimäen Kirjasto,libraries,Libraries,60.2464218,25.1148109,Not Listed,3.5,60.246,25.115,60.246_25.115
Ravintola Finmeri,sushi,Sushi Bars,60.2113344855007,24.9198370428223,Most Affordable,3.0,60.211,24.92,60.211_24.92
Eurest Postelli,restaurants,Restaurants,60.2125667722363,24.9181136193401,Most Affordable,1.5,60.213,24.918,60.213_24.918
Kontulan Kelkkapuisto,localservices,Local Services,60.2300491,25.0868206,Not Listed,3.7,60.23,25.087,60.23_25.087
Wing Wah,chinese,Chinese,60.2383614,25.0836601,Not Listed,3.3,60.238,25.084,60.238_25.084
Shish Kebab,kebab,Kebab,60.235939,25.0830898,Affordable,4.0,60.236,25.083,60.236_25.083
Helmi Grilli,bbq,Barbeque,60.236471061791,25.084254852442,Affordable,2.8,60.236,25.084,60.236_25.084
Aapelin Baari,bars,Bars,60.2383614,25.0836601,Affordable,2.7,60.238,25.084,60.238_25.084
Pub 94,divebars,Dive Bars,60.23948,25.0759,Not Listed,2.7,60.239,25.076,60.239_25.076
Ravintola Wenla,food,Food,60.235939,25.0830898,Affordable,3.0,60.236,25.083,60.236_25.083
Paris Pub,divebars,Dive Bars,60.2382202,25.08395,Most Affordable,3.0,60.238,25.084,60.238_25.084
Mr. Lau,chinese,Chinese,60.2100487,24.8894596,Most Affordable,3.8,60.21,24.889,60.21_24.889
Etelä-Haagan kirjasto,libraries,Libraries,60.2139702,24.8922768,Not Listed,3.8,60.214,24.892,60.214_24.892
Hauler,pizza,Pizza,60.2118797,24.8878403,Affordable,3.8,60.212,24.888,60.212_24.888
Hao Shi,chinese,Chinese,60.2154987,24.8810812,Not Listed,4.0,60.215,24.881,60.215_24.881
Famia,sushi,Sushi Bars,60.2163315,24.8981304,Affordable,3.0,60.216,24.898,60.216_24.898
Frendi,divebars,Dive Bars,60.2104416,24.8849106,Affordable,3.0,60.21,24.885,60.21_24.885
Café Lemon Bar,pubs,Pubs,60.2121887,24.8976593,Not Listed,3.0,60.212,24.898,60.212_24.898
Kotipizza,pizza,Pizza,60.2093697,24.8894691,Not Listed,1.0,60.209,24.889,60.209_24.889
Jyvänen,gastropubs,Gastropubs,60.2242508,25.0733795,Not Listed,3.0,60.224,25.073,60.224_25.073
Kontulan Kebab Pizzeria,pizza,Pizza,60.236799256122,25.082011545755,Not Listed,2.5,60.237,25.082,60.237_25.082
Ravintola Talin Kartano,scandinavian,Scandinavian,60.2156906,24.8646908,Affordable,4.0,60.216,24.865,60.216_24.865
Pikku Ranska,french,French,60.2089585114323,24.8668528188018,Most Affordable,3.5,60.209,24.867,60.209_24.867
Valimon Kebab Pizzeria,pizza,Pizza,60.2158089,24.8756599,Not Listed,4.0,60.216,24.876,60.216_24.876
Subway,"hotdogs, sandwiches","Fast Food, Sandwiches",60.2152539963467,24.8760784417391,Most Affordable,4.0,60.215,24.876,60.215_24.876
Blancco,buffets,Buffets,60.2149506,24.8757992,Not Listed,3.0,60.215,24.876,60.215_24.876
Mero-Nepal,himalayan,Himalayan/Nepalese,60.2140884,24.8740807,Not Listed,3.5,60.214,24.874,60.214_24.874
Mardin,pizza,Pizza,60.217411,24.8900204,Most Affordable,3.0,60.217,24.89,60.217_24.89
McDonald's,"hotdogs, burgers","Fast Food, Burgers",60.2136192,24.8797703,Most Affordable,2.7,60.214,24.88,60.214_24.88
Cafe Valimo,coffee,Coffee & Tea,60.2199459288164,24.8773457854986,Not Listed,3.0,60.22,24.877,60.22_24.877
Factory,"steak, breakfast_brunch, scandinavian","Steakhouses, Breakfast & Brunch, Scandinavian",60.2177086,24.8787708,Most Affordable,3.0,60.218,24.879,60.218_24.879
Pho 17,vietnamese,Vietnamese,60.22421,24.85995,Most Affordable,4.7,60.224,24.86,60.224_24.86
Pizzeria Online,pizza,Pizza,60.2243004,24.8594093,Not Listed,2.8,60.224,24.859,60.224_24.859
Pitäjänmäen Pizzapalvelu,pizza,Pizza,60.2240791,24.8608494,Most Affordable,3.0,60.224,24.861,60.224_24.861
Pitäjänmäen Kirjasto,libraries,Libraries,60.2268219,24.8602905,Not Listed,4.0,60.227,24.86,60.227_24.86
The Gallows Bird,pubs,Pubs,60.17076,24.77212,Affordable,4.0,60.171,24.772,60.171_24.772
Hua Fu Jiu Lou,chinese,Chinese,60.2518997,25.0080605,Not Listed,3.0,60.252,25.008,60.252_25.008
Katukeittiö,hotdogs,Fast Food,60.2370796,25.0904007,Not Listed,3.0,60.237,25.09,60.237_25.09
Rosas Pizzeria,pizza,Pizza,60.21689,24.90367,Not Listed,3.3,60.217,24.904,60.217_24.904
Makiata,coffee,Coffee & Tea,60.2256045312951,24.8944509029388,Not Listed,5.0,60.226,24.894,60.226_24.894
Maratan-Pippuri,restaurants,Restaurants,60.2216682,24.9037609,Not Listed,3.0,60.222,24.904,60.222_24.904
Lounasravintola Minttu,restaurants,Restaurants,60.2246399,24.8987598,Not Listed,3.0,60.225,24.899,60.225_24.899
Haagan Pizza Service,pizza,Pizza,60.2216187,24.9044495,Most Affordable,3.0,60.222,24.904,60.222_24.904
Ravintola Täysikuu,restaurants,Restaurants,60.2219086,24.9046192,Not Listed,2.0,60.222,24.905,60.222_24.905
Ravintola Xin Yuan,chinese,Chinese,60.23118,24.88128,Not Listed,4.7,60.231,24.881,60.231_24.881
Blue Ocean,asianfusion,Asian Fusion,60.2295914,24.8813992,Not Listed,3.0,60.23,24.881,60.23_24.881
Asian Open Kitchen,sushi,Sushi Bars,60.2292698529372,24.8810097988113,Most Affordable,2.3,60.229,24.881,60.229_24.881
Lounastamo,scandinavian,Scandinavian,60.24251,25.04749,Most Affordable,4.0,60.243,25.047,60.243_25.047
Lounasbreikki,scandinavian,Scandinavian,60.24375,25.043,Not Listed,3.0,60.244,25.043,60.244_25.043
Rioni,georgian,Georgian,60.1633752578126,24.7746841309005,Not Listed,5.0,60.163,24.775,60.163_24.775
Yuzu,sushi,Sushi Bars,60.1629791,24.7752705,Affordable,4.0,60.163,24.775,60.163_24.775
Ravintola E. T. Charlie,buffets,Buffets,60.1603699,24.7620792,Affordable,3.3,60.16,24.762,60.16_24.762
Kotipizza,pizza,Pizza,60.1631317,24.7753506,Not Listed,3.0,60.163,24.775,60.163_24.775
Pohjois-Haagan Kirjasto,libraries,Libraries,60.2321701,24.8870907,Not Listed,3.4,60.232,24.887,60.232_24.887
Pohjanpoika,bars,Bars,60.261105516788,25.076257749615,Not Listed,3.0,60.261,25.076,60.261_25.076
Chilitos,mexican,Mexican,60.2368546,24.8888588,Affordable,5.0,60.237,24.889,60.237_24.889
Peking House,chinese,Chinese,60.2295698715089,24.8961590534424,Most Affordable,4.0,60.23,24.896,60.23_24.896
Tupla Ässä,pizza,Pizza,60.2296257,24.8953514,Most Affordable,3.5,60.23,24.895,60.23_24.895
La Famiglia,italian,Italian,60.2372641967158,24.8917285145426,Affordable,3.2,60.237,24.892,60.237_24.892
Arnolds,donuts,Donuts,60.2366982881742,24.8909049993363,Most Affordable,3.7,60.237,24.891,60.237_24.891
Spaghetteria,italian,Italian,60.2368546,24.8888588,Not Listed,3.0,60.237,24.889,60.237_24.889
Kannelmäen kirjasto,libraries,Libraries,60.2388496,24.8761597,Not Listed,4.0,60.239,24.876,60.239_24.876
T:mi Bar Cafe Haagan Helmi,bars,Bars,60.2298088,24.8960991,Most Affordable,4.0,60.23,24.896,60.23_24.896
Wok Up,asianfusion,Asian Fusion,60.2368546,24.8888588,Not Listed,2.7,60.237,24.889,60.237_24.889
Hanko Sushi,"japanese, sushi","Japanese, Sushi Bars",60.2368546,24.8888588,Not Listed,3.0,60.237,24.889,60.237_24.889
Sole,pizza,Pizza,60.2297390759218,24.8962653899237,Most Affordable,2.0,60.23,24.896,60.23_24.896
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2374523585071,24.8932771066406,Affordable,2.0,60.237,24.893,60.237_24.893
Kannel-Pub,pubs,Pubs,60.2392502,24.8750706,Not Listed,2.0,60.239,24.875,60.239_24.875
Sorbet,indpak,Indian,60.238,24.88681,Not Listed,2.0,60.238,24.887,60.238_24.887
Ravintola Britannia,burgers,Burgers,60.24123,24.88608,Affordable,3.4,60.241,24.886,60.241_24.886
Kannel-Krouvi,divebars,Dive Bars,60.2394295,24.8752594,Not Listed,3.0,60.239,24.875,60.239_24.875
Food corner,pizza,Pizza,60.2394295,24.8752594,Not Listed,3.0,60.239,24.875,60.239_24.875
Pizza Express,"pizza, kebab","Pizza, Kebab",60.2394295,24.8752594,Not Listed,2.0,60.239,24.875,60.239_24.875
Puistolan Pizzapalvelu,pizza,Pizza,60.2744217,25.0450306,Not Listed,4.0,60.274,25.045,60.274_25.045
Pelimanni,restaurants,Restaurants,60.2747688,25.0462494,Not Listed,4.0,60.275,25.046,60.275_25.046
Vanhankaupunginlahden luonnonsuojelualue,hiking,Hiking,60.2208099,25.0121593,Not Listed,4.8,60.221,25.012,60.221_25.012
Viikin kirjasto,libraries,Libraries,60.2273712,25.0126095,Not Listed,4.3,60.227,25.013,60.227_25.013
Viikin Infokeskus Korona,libraries,Libraries,60.2273712,25.0126095,Not Listed,4.0,60.227,25.013,60.227_25.013
Viikin kampuskirjasto,libraries,Libraries,60.22737,25.01261,Not Listed,3.7,60.227,25.013,60.227_25.013
Viikin Kartano,comfortfood,Comfort Food,60.2265091,25.0110893,Not Listed,4.0,60.227,25.011,60.227_25.011
Chico's,tradamerican,American,60.2274399,25.0084591,Not Listed,3.0,60.227,25.008,60.227_25.008
Viikin monitoimitalo,active,Active Life,60.2291298,25.0255909,Not Listed,3.0,60.229,25.026,60.229_25.026
Unicafe Biokeskus,coffee,Coffee & Tea,60.2270699,25.0151806,Most Affordable,3.0,60.227,25.015,60.227_25.015
Unicafe,"restaurants, comfortfood","Restaurants, Comfort Food",60.22995,25.02155,Not Listed,3.0,60.23,25.022,60.23_25.022
Unicafe Korona,restaurants,Restaurants,60.2273712,25.0126095,Not Listed,2.0,60.227,25.013,60.227_25.013
Pizza Taikurit,pizza,Pizza,60.2763481,25.0348606,Most Affordable,5.0,60.276,25.035,60.276_25.035
Bar Tapulin Piano,bars,Bars,60.2753176600851,25.0340757517792,Not Listed,4.0,60.275,25.034,60.275_25.034
Evin Pizzeria,restaurants,Restaurants,60.2745705,25.0337906,Not Listed,3.3,60.275,25.034,60.275_25.034
McDonald's,"hotdogs, burgers","Fast Food, Burgers",60.2835808,25.0280209,Not Listed,3.0,60.284,25.028,60.284_25.028
A-Hana,bars,Bars,60.2754097,25.0305595,Not Listed,3.0,60.275,25.031,60.275_25.031
Pitopalvelu Pilke,food,Food,60.2751083,25.03162,Not Listed,1.0,60.275,25.032,60.275_25.032
Palmia Duetto,scandinavian,Scandinavian,60.2203407,24.9438496,Not Listed,5.0,60.22,24.944,60.22_24.944
Bandipur,himalayan,Himalayan/Nepalese,60.2195376138109,24.9372022971511,Not Listed,3.0,60.22,24.937,60.22_24.937
A  Li Shan,chinese,Chinese,60.2201614,24.9401798,Most Affordable,3.0,60.22,24.94,60.22_24.94
Ravintola Tandoori Villa,indpak,Indian,60.21942,24.93776,Not Listed,1.0,60.219,24.938,60.219_24.938
Manteli Triotto,restaurants,Restaurants,60.2204971,24.9426823,Not Listed,1.0,60.22,24.943,60.22_24.943
Kruunuvuori,hiking,Hiking,60.1743925205513,25.0166910468383,Not Listed,4.0,60.174,25.017,60.174_25.017
Stansvik,restaurants,Restaurants,60.1628629876656,25.0291485029327,Expensive,3.8,60.163,25.029,60.163_25.029
Kahvila Helmi,breakfast_brunch,Breakfast & Brunch,60.2377722716055,24.9285541641811,Not Listed,5.0,60.238,24.929,60.238_24.929
Dylan,buffets,Buffets,60.2231657,24.9493373,Affordable,3.5,60.223,24.949,60.223_24.949
House of sandwiches,coffee,Coffee & Tea,60.2383051889672,24.9278628453612,Not Listed,4.0,60.238,24.928,60.238_24.928
Ravintola Ogeli,pubs,Pubs,60.22485,24.95124,Affordable,2.0,60.225,24.951,60.225_24.951
Subway,"hotdogs, sandwiches","Fast Food, Sandwiches",60.2801819,25.0122604,Not Listed,3.0,60.28,25.012,60.28_25.012
Pakilan Pizza,kebab,Kebab,60.24571,24.9240299,Not Listed,3.0,60.246,24.924,60.246_24.924
Veininmylly,coffee,Coffee & Tea,60.2889786,25.0377102,Not Listed,3.7,60.289,25.038,60.289_25.038
Osaka Sushi,sushi,Sushi Bars,60.2890573,24.9986839,Most Affordable,3.0,60.289,24.999,60.289_24.999
Käpylän Lippakioski,kiosk,Kiosk,60.2164993,24.9546108,Most Affordable,4.8,60.216,24.955,60.216_24.955
Oulunkylän Kirjasto,libraries,Libraries,60.2280693,24.9625492,Not Listed,5.0,60.228,24.963,60.228_24.963
Capperi,pizza,Pizza,60.2312698298646,24.968030922229,Expensive,4.0,60.231,24.968,60.231_24.968
Käpylän Pizza Kebab Palvelu,pizza,Pizza,60.2162514,24.9581299,Most Affordable,3.2,60.216,24.958,60.216_24.958
O'Gelis Bar,pubs,Pubs,60.22992,24.96849,Most Affordable,3.7,60.23,24.968,60.23_24.968
Vega,bars,Bars,60.2284088,24.9630508,Not Listed,2.7,60.228,24.963,60.228_24.963
Friendly Burger's,foodstands,Food Stands,60.228199,24.9619408,Not Listed,3.0,60.228,24.962,60.228_24.962
99 burgers,burgers,Burgers,60.2284088,24.9630508,Not Listed,3.0,60.228,24.963,60.228_24.963
Hesburger,"burgers, hotdogs","Burgers, Fast Food",60.2728543719875,24.9716334887386,Most Affordable,5.0,60.273,24.972,60.273_24.972
Long City,chinese,Chinese,60.2776284805477,24.9715930539279,Not Listed,3.0,60.278,24.972,60.278_24.972
McDonald's,"hotdogs, burgers","Fast Food, Burgers",60.27089,24.97465,Not Listed,2.5,60.271,24.975,60.271_24.975
Ravintola Konja 1,bars,Bars,60.2611008,24.9842796,Not Listed,3.0,60.261,24.984,60.261_24.984
Chinaman,chinese,Chinese,60.2639999,25.0267696,Most Affordable,3.7,60.264,25.027,60.264_25.027
Midhill,tradamerican,American,60.1883583,24.9405003,Expensive,3.3,60.188,24.941,60.188_24.941
Funky Kitchen,tradamerican,American,60.1883583,24.9405003,Not Listed,3.0,60.188,24.941,60.188_24.941
Coccola,mediterranean,Mediterranean,60.1883583,24.9405003,Affordable,2.3,60.188,24.941,60.188_24.941
Tvijälp,hiking,Hiking,60.1559021437028,24.806227684021,Not Listed,4.0,60.156,24.806,60.156_24.806
Koskenranta,restaurants,Restaurants,60.2167437168447,24.9845623970032,Affordable,3.5,60.217,24.985,60.217_24.985
Makalu,himalayan,Himalayan/Nepalese,60.2503387774196,25.0130947788404,Most Affordable,4.8,60.25,25.013,60.25_25.013
Malmitalo,theater,Performing Arts,60.2506104,25.0134239,Not Listed,4.0,60.251,25.013,60.251_25.013
Subway,"hotdogs, sandwiches","Fast Food, Sandwiches",60.2564583,25.0274792,Not Listed,4.0,60.256,25.027,60.256_25.027
Gate1,breakfast_brunch,Breakfast & Brunch,60.2516034115089,25.042112,Most Affordable,3.0,60.252,25.042,60.252_25.042
Malmin kirjasto,libraries,Libraries,60.2504697270122,25.0149116412781,Not Listed,2.5,60.25,25.015,60.25_25.015
Ohjelmaravintola Malmintori,restaurants,Restaurants,60.2534409,25.0111198,Not Listed,2.5,60.253,25.011,60.253_25.011
Kotipizza,pizza,Pizza,60.2507782,25.0121803,Not Listed,2.5,60.251,25.012,60.251_25.012
Caruzello,buffets,Buffets,60.1883583,24.9405003,Not Listed,3.0,60.188,24.941,60.188_24.941
Ravintola Lef,thai,Thai,60.2519325528049,25.0106193870306,Not Listed,4.0,60.252,25.011,60.252_25.011
Konja 2,divebars,Dive Bars,60.2521515,25.0082493,Most Affordable,3.3,60.252,25.008,60.252_25.008
Ruoka-aika,restaurants,Restaurants,60.2523003,25.0074806,Not Listed,3.5,60.252,25.007,60.252_25.007
Ravintola Fino,indpak,Indian,60.25202,25.01041,Not Listed,1.0,60.252,25.01,60.252_25.01
Siima Baari,pubs,Pubs,60.1886597,24.9545193,Not Listed,3.3,60.189,24.955,60.189_24.955
Romano,pizza,Pizza,60.187561,24.9477806,Not Listed,3.0,60.188,24.948,60.188_24.948
Lucky Nine Bar,bars,Bars,60.18899,24.95246,Affordable,2.7,60.189,24.952,60.189_24.952
Luckynine,sportsbars,Sports Bars,60.1889915,24.9524593,Most Affordable,2.7,60.189,24.952,60.189_24.952
Kattila,restaurants,Restaurants,60.1883583,24.9405003,Not Listed,2.7,60.188,24.941,60.188_24.941
Berghyddan,venues,Venues & Event Spaces,60.2150497,24.9790401,Not Listed,5.0,60.215,24.979,60.215_24.979
Pulmu,pubs,Pubs,60.1862106,24.9538708,Affordable,3.8,60.186,24.954,60.186_24.954
Danphe,himalayan,Himalayan/Nepalese,60.1951904,24.9577198,Affordable,3.7,60.195,24.958,60.195_24.958
Kustaa Vaasa,bars,Bars,60.18805,24.95695,Not Listed,3.6,60.188,24.957,60.188_24.957
Beach,restaurants,Restaurants,60.1944389,24.95611,Affordable,4.0,60.194,24.956,60.194_24.956
Roskapankki,pubs,Pubs,60.1867657498276,24.9517967502052,Most Affordable,3.5,60.187,24.952,60.187_24.952
Cella,divebars,Dive Bars,60.1864395,24.9538403,Affordable,3.5,60.186,24.954,60.186_24.954
Cardemumma,cupcakes,Cupcakes,60.1865254723598,24.9518216725883,Affordable,3.4,60.187,24.952,60.187_24.952
Peking,chinese,Chinese,60.1890411,24.9566498,Affordable,3.4,60.189,24.957,60.189_24.957
Marco Polo,pizza,Pizza,60.1936417,24.9578991,Most Affordable,3.3,60.194,24.958,60.194_24.958
King Kebab,turkish,Turkish,60.1951103,24.9568806,Most Affordable,3.3,60.195,24.957,60.195_24.957
Tenho Restobar,pizza,Pizza,60.1872388420184,24.9548745680127,Not Listed,4.0,60.187,24.955,60.187_24.955
Pikku-Vallila,divebars,Dive Bars,60.192091576484,24.959111088453,Affordable,3.2,60.192,24.959,60.192_24.959
Pihlajiston Pizzeria,kebab,Kebab,60.2310982,24.9991703,Most Affordable,1.0,60.231,24.999,60.231_24.999
Kebab Pizzeria Midjat,hotdogs,Fast Food,60.2516098,25.007021,Most Affordable,2.8,60.252,25.007,60.252_25.007
Lucky Lady,bars,Bars,60.2518264370933,25.007864967743,Most Expensive,2.0,60.252,25.008,60.252_25.008
Majava Baari,bars,Bars,60.1828642940038,24.9527192115784,Affordable,3.8,60.183,24.953,60.183_24.953
Du Dii,thai,Thai,60.1831589,24.9543896,Affordable,3.7,60.183,24.954,60.183_24.954
Ravintola Fan,panasian,Pan Asian,60.23372,25.01144,Not Listed,4.0,60.234,25.011,60.234_25.011
U2,bars,Bars,60.23372,25.01144,Not Listed,3.0,60.234,25.011,60.234_25.011
Thai Thai,thai,Thai,60.248909,25.0106392,Affordable,4.7,60.249,25.011,60.249_25.011
Malmin toimintakeskus,localservices,Local Services,60.2517497,25.0081776,Not Listed,5.0,60.252,25.008,60.252_25.008
Bierhaus,beerbar,Beer Bar,60.2518376846862,25.0094140543163,Affordable,4.0,60.252,25.009,60.252_25.009
Tillikka,bars,Bars,60.2482796,25.0090103,Affordable,2.0,60.248,25.009,60.248_25.009
Malmin Hammaslääkäriasema,dentists,Dentists,60.2509689,25.0088406,Not Listed,1.0,60.251,25.009,60.251_25.009
Kaski,bistros,Bistros,60.2340143232981,25.032542063331,Affordable,3.6,60.234,25.033,60.234_25.033
Kahvila & Ravintola Check-In/La Bamba Finland,restaurants,Restaurants,60.2496391327355,25.0454039050293,Most Affordable,3.0,60.25,25.045,60.25_25.045
Pizza Express,"pizza, kebab","Pizza, Kebab",60.2431717,25.0294209,Most Affordable,3.0,60.243,25.029,60.243_25.029
Cheng Du,chinese,Chinese,60.1864586,25.0076199,Expensive,5.0,60.186,25.008,60.186_25.008
Kulosaaren Casino,venues,Venues & Event Spaces,60.1808891,25.0060596,Expensive,4.0,60.181,25.006,60.181_25.006
Ravintola La Plage,tapasmallplates,Tapas/Small Plates,60.1827598558548,24.9962813518199,Not Listed,4.0,60.183,24.996,60.183_24.996
Brändö Seglare,social_clubs,Social Clubs,60.1852493,25.0025692,Not Listed,4.0,60.185,25.003,60.185_25.003
Kuparilyhty,restaurants,Restaurants,60.1864586,25.0076199,Not Listed,3.0,60.186,25.008,60.186_25.008
Vertical Club,yoga,Yoga,60.1882095,24.9738808,Not Listed,1.5,60.188,24.974,60.188_24.974
Ravintola Pyysaari,restaurants,Restaurants,60.179550590857,25.0239780861498,Expensive,4.3,60.18,25.024,60.18_25.024
Palma De Pyy,comfortfood,Comfort Food,60.179550590857,25.0239780861498,Not Listed,3.0,60.18,25.024,60.18_25.024
Kanelisaari,pizza,Pizza,60.188549,24.9648609,Not Listed,3.0,60.189,24.965,60.189_24.965
Palmeri,pizza,Pizza,60.188591,24.9643402,Affordable,2.7,60.189,24.964,60.189_24.964
Bar Flagon,divebars,Dive Bars,60.1872787,24.9645004,Not Listed,2.5,60.187,24.965,60.187_24.965
Georgian House,georgian,Georgian,60.1886700707486,24.9634572896143,Affordable,2.7,60.189,24.963,60.189_24.963
Stadin Tähti,danceclubs,Dance Clubs,60.1902843756015,24.9626862337319,Not Listed,2.1,60.19,24.963,60.19_24.963
Väinö Vähäkallion puiston koirapuisto,dog_parks,Dog Parks,60.1833611,24.9623795,Not Listed,3.0,60.183,24.962,60.183_24.962
Del Mar,spanish,Spanish,60.1861801,25.0314999,Not Listed,4.7,60.186,25.031,60.186_25.031
Treffi Pub & Bistro,pubs,Pubs,60.1953137080367,25.0307003315538,Affordable,3.9,60.195,25.031,60.195_25.031
Mantra,himalayan,Himalayan/Nepalese,60.1867944667487,25.0304358350868,Affordable,3.9,60.187,25.03,60.187_25.03
Ravintola Gurkha,himalayan,Himalayan/Nepalese,60.1948021,25.0285489,Affordable,3.7,60.195,25.029,60.195_25.029
Thalassa,mediterranean,Mediterranean,60.1855011,25.0335293,Affordable,4.0,60.186,25.034,60.186_25.034
Sailor's,restaurants,Restaurants,60.1874008,25.0314808,Affordable,3.5,60.187,25.031,60.187_25.031
Factory,"steak, breakfast_brunch, scandinavian","Steakhouses, Breakfast & Brunch, Scandinavian",60.1922493,25.0295391,Most Affordable,3.5,60.192,25.03,60.192_25.03
Peach Garden,chinese,Chinese,60.1948021,25.0285489,Most Affordable,3.0,60.195,25.029,60.195_25.029
Spoon Mama,delis,Delis,60.1922493,25.0295391,Most Affordable,3.0,60.192,25.03,60.192_25.03
Hertsikan Helmi,sportsbars,Sports Bars,60.193161,25.0302391,Expensive,2.5,60.193,25.03,60.193_25.03
Picnic,coffee,Coffee & Tea,60.1926918,25.0324001,Not Listed,2.0,60.193,25.032,60.193_25.032
McDonald's,"hotdogs, burgers","Fast Food, Burgers",60.2428573704142,24.9780791625381,Most Affordable,3.0,60.243,24.978,60.243_24.978
Laajasalon kirjasto,libraries,Libraries,60.1793611178032,25.0520715338084,Not Listed,4.0,60.179,25.052,60.179_25.052
Kapteenin Kajuutta,pubs,Pubs,60.1794014,25.0555706,Not Listed,2.0,60.179,25.056,60.179_25.056
Ravintola Wanha Mylly,modern_european,Modern European,60.1902726266338,25.0421120260727,Expensive,4.0,60.19,25.042,60.19_25.042
