Data Point,Foursquare Name,Foursquare Popularity,Foursquare Price,Matched Name,Yelp Name,Yelp Price,Search,Category,Rounded Latitude,Rounded Longitude,Rating
Point of Interest,HSL E2112 Hakarinne,0.9048329882345388,Not Listed,,,,19043,Bus Stop,60.174,24.797,
Point of Interest,HSL E2111 Hakarinne,0.9790212035119822,Not Listed,,,,19043,Bus Stop,60.174,24.797,
Point of Interest,Imroz,0.7059116226063787,Affordable,,,,13302,Mediterranean Restaurant,60.174,24.806,
Point of Interest,Leimuniitynpolku,0.531275581451341,Not Listed,,,,16019,Hiking Trail,60.174,24.811,
Point of Interest,Café Otsolahti,0.9865170703520008,Most Affordable,,,,13003,Bar,60.174,24.815,8.1
Point of Interest,ARO RAVINTOLA - Tapiola,0.7892971220365644,Affordable,,,,13003,Bar,60.174,24.815,
Point of Interest,HSL E2024 Keilaniemi,0.9691658239835635,Not Listed,,,,19043,Bus Stop,60.174,24.827,
Point of Interest,Date With Dylan,0.799232757098602,Not Listed,,,,13065,Restaurant,60.174,24.83,
Point of Interest,HSL 1280 Caloniuksenkatu,0.8826134747187379,Not Listed,,,,19043,Bus Stop,60.174,24.918,
Point of Interest,Ravintola Laiska Karhu,0.962724686408897,Most Affordable,,,,13018,Pub,60.174,24.919,8.4
Point of Interest,Sagayoga,0.1463775378249062,Not Listed,,,,18028,Yoga Studio,60.174,24.919,
Point of Interest,Jaskan Grilli,0.9754784688995216,Most Affordable,,,,13026,Bbq Joint,60.174,24.931,7.5
Point of Interest,Osteria dei Gusti,0.9854357946463208,Not Listed,,,,13065,Restaurant,60.174,24.932,8.3
Point of Interest,Storyville,0.9901396611922928,Not Listed,,,,10040,Jazz And Blues Venue,60.174,24.932,7.5
Point of Interest,Musiikkitalo,0.9988523212207424,Not Listed,,,,10037,Concert Hall,60.174,24.934,8.2
Point of Interest,Musiikkitalon terassi,0.9710655631708264,Most Affordable,,,,13007,Beer Garden,60.174,24.935,6.4
Point of Interest,Central Library Oodi (Keskustakirjasto Oodi),0.9997575326522696,Not Listed,,,,12080,Library,60.174,24.938,9.3
Point of Interest,Fazer Food & Co,0.9928552954868743,Not Listed,,,,13065,Restaurant,60.174,24.938,6.4
Point of Interest,Woolshed Bar & Kitchen,0.9968802534592008,Affordable,,,,13003,Bar,60.174,24.939,7.6
Point of Interest,Bierhaus München,0.9958053148842624,Not Listed,,,,13006,Beer Bar,60.174,24.939,7.3
Point of Interest,Kiinalainen Ravintola Family,0.981992758308548,Most Affordable,,,,13099,Chinese Restaurant,60.174,24.951,7.2
Point of Interest,Zen Sushi,0.9735225656278288,Affordable,,,,13276,Sushi Restaurant,60.174,24.953,7.5
Point of Interest,Konditoria Kakku & Leipä Keisari Kruununhaka,0.9808531617742146,Most Affordable,,,,13002,Bakery,60.174,24.954,8.2
Point of Interest,Ravintola Viet Balo,0.9736033880770724,Affordable,,,,13379,Vietnamese Restaurant,60.174,24.957,8.7
Point of Interest,Ravintola Zinnkeller,0.9933563946721842,Affordable,,,,13152,Brasserie,60.174,24.958,7.7
Point of Interest,Ravintola Kolme Kruunua,0.9854681236260184,Affordable,,,,13336,Scandinavian Restaurant,60.174,24.959,8.4
Point of Interest,HSL 4154 Kaitalahti,0.9241723781197464,Not Listed,,,,19043,Bus Stop,60.174,25.022,
Point of Interest,"Kalliolan Kesäkoti, Rantasauna",0.1093204448467606,Not Listed,,,,10001,Amusement Park,60.174,25.063,
Point of Interest,HSL E3223 Holmankorpi,0.9659235004253544,Not Listed,,,,19043,Bus Stop,60.175,24.709,
Point of Interest,HSL E3210 Puolarmetsä,0.0550713471693873,Not Listed,,,,19043,Bus Stop,60.175,24.712,
Point of Interest,HSL E3244 Alaportti,0.990786664740534,Not Listed,,,,19043,Bus Stop,60.175,24.733,
Point of Interest,HSL E3243 Alaportti,0.7869376093481646,Not Listed,,,,19043,Bus Stop,60.175,24.734,
Point of Interest,HSL E3241 Itäportti,0.9697436638256208,Not Listed,,,,19043,Bus Stop,60.175,24.738,
Point of Interest,HSL E3242 Itäportti,0.956565705205374,Not Listed,,,,19043,Bus Stop,60.175,24.739,
Point of Interest,HSL E3240 Ylisrinne,0.9677372754851448,Not Listed,,,,19043,Bus Stop,60.175,24.742,
Point of Interest,HSL E3253 Luomanvarsi,0.0124396077109516,Not Listed,,,,19043,Bus Stop,60.175,24.759,
Point of Interest,OJ Jollity Oy,0.0,Not Listed,,,,13065,Restaurant,60.175,24.76,
Point of Interest,HSL E2146 Tonttupolku,0.9545914190783454,Not Listed,,,,19043,Bus Stop,60.175,24.77,
Point of Interest,HSL E2149 Metsätonttu,0.0497744819505303,Not Listed,,,,19043,Bus Stop,60.175,24.776,
Point of Interest,HSL E2148 Metsätonttu,0.0585865395419014,Not Listed,,,,19043,Bus Stop,60.175,24.778,
Point of Interest,"HSL E2140 Urheilupuisto , Laituri 1",0.9005312916325581,Not Listed,,,,19043,Bus Stop,60.175,24.779,
Point of Interest,"HSL E2192 Urheilupuisto, Laituri 2",0.971236416750935,Not Listed,,,,19043,Bus Stop,60.175,24.78,
Point of Interest,Noodle Master Tapiola,0.9878332611033532,Most Affordable,,,,13315,Noodle Restaurant,60.175,24.781,
Point of Interest,Putte's,0.9606105840997736,Most Affordable,,,,13064,Pizzeria,60.175,24.781,
Point of Interest,HSL E4330 Kaskimaa,0.7681257122678609,Not Listed,,,,19043,Bus Stop,60.175,24.8,
Point of Interest,"HSL E2187 Tapiola , Laituri 1",0.9774642461597728,Not Listed,,,,19043,Bus Stop,60.175,24.803,
Point of Interest,Länsituulen Hammaslääkäriasema Ky,0.8520730004333797,Not Listed,,,,15007,Dentist,60.175,24.803,
Point of Interest,Kaisan Café,0.99313012632221,Most Affordable,,,,13034,Café,60.175,24.804,7.6
Point of Interest,"HSL E2007 Tapiola , Laituri 11",0.9673359978170496,Not Listed,,,,19043,Bus Stop,60.175,24.804,
Point of Interest,"HSL E2185 Tapiola , Laituri 3",0.9944302659668384,Not Listed,,,,19043,Bus Stop,60.175,24.804,
Point of Interest,"HSL E2186 Tapiola , Laituri 2",0.9983788382208952,Not Listed,,,,19043,Bus Stop,60.175,24.804,
Point of Interest,LN - Sushi Art Ainoa,0.0722781335773101,Affordable,,,,13276,Sushi Restaurant,60.175,24.804,
Point of Interest,Keops Stockmann Tapiola,0.998908524742781,Not Listed,,,,13034,Café,60.175,24.804,
Point of Interest,"HSL E2183 Tapiola , Laituri 5",0.1985200879600648,Not Listed,,,,19043,Bus Stop,60.175,24.805,
Point of Interest,Tapiolan Bussiterminaali,0.9997271311856952,Not Listed,,,,19042,Bus Station,60.175,24.805,
Point of Interest,Hook,0.9888605319336768,Most Affordable,,,,13388,Wings Joint,60.175,24.805,
Point of Interest,It's Pure Tapiola,0.8713343285019503,Not Listed,,,,13039,Deli,60.175,24.805,
Point of Interest,HSL E2023 Keilaniemi,0.1447007271151346,Not Listed,,,,19043,Bus Stop,60.175,24.828,
Point of Interest,Haiku Sushi Keilaniemi,0.1656153191762572,Affordable,,,,13276,Sushi Restaurant,60.175,24.829,
Point of Interest,HSL E2033 Keilaniemi,0.3859328100672541,Not Listed,,,,19043,Bus Stop,60.175,24.83,
Point of Interest,Lucy in the Sky,0.9920065488515432,Affordable,,,,13072,Asian Restaurant,60.175,24.831,7.7
Point of Interest,Dylan & Friends Keilaniemi,0.9610279128745928,Not Listed,,,,13065,Restaurant,60.175,24.831,
Point of Interest,Buongiorno Caffe,0.9488878830984094,Most Affordable,,,,13034,Café,60.175,24.919,9.2
Point of Interest,Mr. Don,0.9780890340100866,Affordable,,,,13003,Bar,60.175,24.922,5.5
Point of Interest,Kahvila Marocco,0.981580563817406,Most Affordable,,,,13034,Café,60.175,24.928,7.1
Point of Interest,HSL 4147 Borgströminkuja,0.2802437605069184,Not Listed,,,,19043,Bus Stop,60.175,25.038,
Point of Interest,Gykk,0.93155808092968,Affordable,,,,13067,African Restaurant,60.176,24.728,
Point of Interest,Pub Olarin Ossi,0.5450474310203689,Most Affordable,,,,13018,Pub,60.176,24.734,
Point of Interest,Pizza MIX,0.7101812169949119,Most Affordable,,,,13064,Pizzeria,60.176,24.735,8.0
Point of Interest,Enjoy Thai Food Olari,0.9476252387602124,Affordable,,,,13352,Thai Restaurant,60.176,24.735,
Point of Interest,Joku Kepappila,0.1461613778270011,Not Listed,,,,13288,Kebab Restaurant,60.176,24.735,
Point of Interest,Pizza Fuego,0.5776151265629765,Most Affordable,,,,13064,Pizzeria,60.176,24.735,
Point of Interest,Maicha ja Boucha,0.6206641947962312,Not Listed,,,,13194,Himalayan Restaurant,60.176,24.735,
Point of Interest,HSL E3250 Ylismäki,0.9562607341776216,Not Listed,,,,19043,Bus Stop,60.176,24.741,
Point of Interest,HSL E3239 Ylisrinne,0.9493748093931076,Not Listed,,,,19043,Bus Stop,60.176,24.741,
Point of Interest,HSL E2147 Tonttupolku,0.4657870660182019,Not Listed,,,,19043,Bus Stop,60.176,24.77,
Point of Interest,HSL E2141 Tontunmäentie,0.9578658448500024,Not Listed,,,,19043,Bus Stop,60.176,24.779,
Point of Interest,Salam Mumbai,0.9723760453283252,Affordable,,,,13034,Café,60.176,24.788,
Point of Interest,HSL E2119 Oravannahkatori,0.2576523651305757,Not Listed,,,,19043,Bus Stop,60.176,24.793,
Point of Interest,Pizza Express Tapiola,0.958058458130688,Most Affordable,,,,13064,Pizzeria,60.176,24.793,
Point of Interest,Salam Mumbai,0.6854625126402465,Affordable,,,,13199,Indian Restaurant,60.176,24.793,
Point of Interest,Erikoishammasteknikko Juha Tarvainen Ky,0.0,Not Listed,,,,15007,Dentist,60.176,24.793,
Point of Interest,Pizza de Paris,0.0,Not Listed,,,,13064,Pizzeria,60.176,24.793,
Point of Interest,HSL E2105 Pohjantie,0.3124347923789345,Not Listed,,,,19043,Bus Stop,60.176,24.801,
Point of Interest,Watson Pub,0.9887481741866102,Most Affordable,,,,13018,Pub,60.176,24.801,
Point of Interest,Dub Burger Supply Co,0.3508450907690085,Most Affordable,,,,13031,Burger Joint,60.176,24.802,
Point of Interest,Bunit,0.6114829617502127,Most Affordable,,,,13145,Fast Food Restaurant,60.176,24.802,
Point of Interest,Cafe Bar 9 Tapiola,0.7289770629684916,Affordable,,,,13236,Italian Restaurant,60.176,24.802,
Point of Interest,Chang Khao,0.9766616908235825,Affordable,,,,13352,Thai Restaurant,60.176,24.802,
Point of Interest,Cafe Picnic Tapiola,0.9816856872281344,Most Affordable,,,,13034,Café,60.176,24.803,5.1
Point of Interest,Anne's Vege,0.7532944896550617,Affordable,,,,13377,Vegan And Vegetarian Restaurant,60.176,24.804,7.1
Point of Interest,Bistro O mat Tapiola,0.991958395531372,Not Listed,,,,13027,Bistro,60.176,24.804,6.8
Point of Interest,Madison Gastro & Wine,0.8951381197733583,Affordable,,,,13068,American Restaurant,60.176,24.804,
Point of Interest,Chalupa,0.1367393781801255,Most Affordable,,,,13303,Mexican Restaurant,60.176,24.805,6.3
Point of Interest,Rax Buffet,0.2172998828269209,Most Affordable,,,,13030,Buffet,60.176,24.805,
Point of Interest,"HSL E2020 Tapionaukio, Laituri 2",0.9489735317250124,Not Listed,,,,19043,Bus Stop,60.176,24.807,
Point of Interest,HSL E2032 Keilasatama,0.5833774738768238,Not Listed,,,,19043,Bus Stop,60.176,24.829,
Point of Interest,Kitchen 1649,0.9905619492464004,Affordable,,,,13336,Scandinavian Restaurant,60.176,24.83,
Point of Interest,"Kiinteistömaailma Espoo SeaSide, Keilaranta 1",0.9921831110255052,Not Listed,,,,11021,Business Center,60.176,24.831,
Point of Interest,Juuri Deli Keilaranta,0.9743824336688016,Not Listed,,,,13037,Cafeteria,60.176,24.837,
Point of Interest,Taivallahti,0.9730133841975946,Not Listed,,,,13065,Restaurant,60.176,24.913,6.6
Point of Interest,Eliten terassi,0.2184630803051855,Most Affordable,,,,13007,Beer Garden,60.176,24.923,
Point of Interest,Puutarharavintola Viola,0.9822109789215052,Most Affordable,,,,13034,Café,60.176,24.947,7.2
Point of Interest,Hsl 4093,0.4802954868744342,Not Listed,,,,19043,Bus Stop,60.176,25.044,
Point of Interest,Hsl 4094,0.9851933272985904,Not Listed,,,,19043,Bus Stop,60.176,25.046,
Point of Interest,HSL 4091 Jussaarenkuja,0.5669613991982413,Not Listed,,,,19043,Bus Stop,60.176,25.049,
Point of Interest,HSL 4127 Sarvastonkaari,0.9142473813526444,Not Listed,,,,19043,Bus Stop,60.176,25.051,
Point of Interest,HSL 4128 Sarvastonkaari,0.941007694297168,Not Listed,,,,19043,Bus Stop,60.176,25.051,
Point of Interest,HSL E3207 Kelkorpi,0.9653938139034688,Not Listed,,,,19043,Bus Stop,60.177,24.717,
Point of Interest,HSL E3206 Kelkorpi,0.9483635896695076,Not Listed,,,,19043,Bus Stop,60.177,24.718,
Point of Interest,HSL E3245 Ylismäenristi,0.993627710630648,Not Listed,,,,19043,Bus Stop,60.177,24.742,
Point of Interest,Boulangerie La Maison Pillon,0.7793133336543555,Expensive,,,,13148,French Restaurant,60.177,24.744,
Point of Interest,HSL E2125 Orioninristi,0.9686200863549542,Not Listed,,,,19043,Bus Stop,60.177,24.778,
Point of Interest,Esport Arena Oy,0.9956180478644002,Not Listed,,,,11001,Advertising Agency,60.177,24.781,
Point of Interest,Esport Arena,0.9966934720148954,Not Listed,,,,11001,Advertising Agency,60.177,24.782,7.3
Point of Interest,Esport Arena Kabinetti,0.8321233631411826,Expensive,,,,13016,Lounge,60.177,24.782,
Point of Interest,Garden City Cafe,0.9805942119709152,Most Affordable,,,,13007,Beer Garden,60.177,24.802,
Point of Interest,Rodicon Oy,0.0,Not Listed,,,,13065,Restaurant,60.177,24.802,
Point of Interest,Yoga & Movement Center,0.6112742973628031,Not Listed,,,,18028,Yoga Studio,60.177,24.802,
Point of Interest,Keskustornin Hammaslääkärit,0.3924656105038442,Not Listed,,,,15007,Dentist,60.177,24.804,
Point of Interest,OYZ-Group Oy,0.0,Not Listed,,,,13065,Restaurant,60.177,24.805,
Point of Interest,Bel Gaufres,0.4407794417425081,Not Listed,,,,13077,Belgian Restaurant,60.177,24.806,
Point of Interest,Espoon Hammaslääkärikeskus Oy,0.0,Not Listed,,,,15007,Dentist,60.177,24.806,
Point of Interest,Hsl E2005,0.0732733021941862,Not Listed,,,,19043,Bus Stop,60.177,24.811,
Point of Interest,Skiffer Töölö,0.9805379542221648,Most Affordable,,,,13064,Pizzeria,60.177,24.922,6.2
Point of Interest,Mehiläinen,0.3275814690288374,Not Listed,,,,13065,Restaurant,60.177,24.924,
Point of Interest,Kiinalainen ravintola Jing Cheng,0.9634601706970128,Most Affordable,,,,13099,Chinese Restaurant,60.177,24.928,5.7
Point of Interest,Lapin Kulta Solar Kitchen Kalasatama,0.6859967024440708,Not Listed,,,,13065,Restaurant,60.177,24.974,
Point of Interest,HSL 4148 Tullisaari 1,0.5898179878443036,Not Listed,,,,19043,Bus Stop,60.177,25.036,
Point of Interest,HSL 4092 Jussaarenkuja,0.9251664942454416,Not Listed,,,,19043,Bus Stop,60.177,25.048,
Point of Interest,Olarin kuntorata,0.9853351015637128,Not Listed,,,,16019,Hiking Trail,60.178,24.727,8.3
Point of Interest,Olarin koira-aitaus,0.9281470839669904,Not Listed,,,,16033,Dog Park,60.178,24.728,
Point of Interest,HSL E3246 Ylismäenristi,0.946581916823165,Not Listed,,,,19043,Bus Stop,60.178,24.742,
Point of Interest,HSL E2143 Urheilupuistontie,0.9641899808991832,Not Listed,,,,19043,Bus Stop,60.178,24.778,
Point of Interest,PartyBox,0.1368356848204683,Expensive,,,,13016,Lounge,60.178,24.786,
Point of Interest,VIP Lounge,0.7390892602044911,Expensive,,,,13016,Lounge,60.178,24.786,
Point of Interest,Fast Food -piste,0.985152726280477,Most Affordable,,,,13145,Fast Food Restaurant,60.178,24.786,
Point of Interest,Club Ravintola,0.6402465449992777,Not Listed,,,,13065,Restaurant,60.178,24.786,
Point of Interest,Tapiolan Monitoimiareena Oy,0.5977111121811849,Not Listed,,,,11087,"Heating, Ventilating And Air Conditioning Contractor",60.178,24.786,
Point of Interest,Sports Bar,0.1619075135230574,Most Affordable,,,,13022,Sports Bar,60.178,24.786,
Point of Interest,Mediateekki,0.1202227893613264,Not Listed,,,,12031,College Library,60.178,24.793,
Point of Interest,Hammaslaboratorio Viphammas,0.0198070656971798,Not Listed,,,,15007,Dentist,60.178,24.795,
Point of Interest,HSL E2107 WeeGee-talo,0.9616860082502688,Not Listed,,,,19043,Bus Stop,60.178,24.798,
Point of Interest,HSL E2108 WeeGee-talo,0.9602093064316785,Not Listed,,,,19043,Bus Stop,60.178,24.799,
Point of Interest,Think 468,0.2320990032262724,Not Listed,,,,11124,Office,60.178,24.833,
Point of Interest,Keilahammas,0.8307892329176096,Not Listed,,,,15007,Dentist,60.178,24.834,
Point of Interest,Hsl E2034/E2035,0.9555223832683264,Not Listed,,,,19043,Bus Stop,60.178,24.835,
Point of Interest,"Kiinteistömaailma Espoo SeaSide, Keilaranta 1",0.9478820564677934,Not Listed,,,,11124,Office,60.178,24.837,
Point of Interest,Meritalli,0.954602030259925,Affordable,,,,13003,Bar,60.178,24.912,7.6
Point of Interest,Bistro Miljöö,0.975858334410966,Not Listed,,,,13027,Bistro,60.178,24.922,
Point of Interest,HSL 4126 Reposalmentie,0.6774618518039569,Not Listed,,,,19043,Bus Stop,60.178,25.053,
Point of Interest,HSL 4125 Reposalmentie,0.770149036596405,Not Listed,,,,19043,Bus Stop,60.178,25.053,
Point of Interest,HSL 4124 Koulutanhua,0.6773406181300917,Not Listed,,,,19043,Bus Stop,60.178,25.058,
Point of Interest,HSL E2142 Urheilupuistontie,0.9834352578610296,Not Listed,,,,19043,Bus Stop,60.179,24.779,
Point of Interest,Tapiola Yoga & Wellness Studio,0.2072358389110929,Not Listed,,,,12082,Organization,60.179,24.796,
Point of Interest,Tapiolan hammashoitola,0.444390940755365,Not Listed,,,,15007,Dentist,60.179,24.801,
Point of Interest,Pieni Viipuri,0.052743936694435,Not Listed,,,,13065,Restaurant,60.179,24.813,
Point of Interest,Ln Forever Oy,0.0,Not Listed,,,,13065,Restaurant,60.179,24.813,
Point of Interest,HSL E2029/E2028 Otsolahdentie,0.9723439431148776,Not Listed,,,,19043,Bus Stop,60.179,24.817,
Point of Interest,Oy L'Escale Ab,0.0,Not Listed,,,,13065,Restaurant,60.179,24.82,
Point of Interest,HSL E2027 Itäranta,0.519365660262275,Not Listed,,,,19043,Bus Stop,60.179,24.821,
Point of Interest,HSL E2026 Itäranta,0.9508836134251456,Not Listed,,,,19043,Bus Stop,60.179,24.821,
Point of Interest,Sea Catering Oy,0.0768687501003194,Not Listed,,,,13065,Restaurant,60.179,24.828,
Point of Interest,ORAL Keilaniemi,0.992359673199467,Not Listed,,,,15007,Dentist,60.179,24.834,
Point of Interest,Strandén & Strandén Oy,0.0,Not Listed,,,,15007,Dentist,60.179,24.834,
Point of Interest,Ravintola Let's Play,0.9744787403091444,Not Listed,,,,13065,Restaurant,60.179,24.836,6.4
Point of Interest,HSL E2202 Otaniemenristi,0.949856342594822,Not Listed,,,,19043,Bus Stop,60.179,24.836,
Point of Interest,Relove,0.977474783395836,Not Listed,,,,13034,Café,60.179,24.923,6.7
Point of Interest,Sandels matsal,0.8545923315660158,Not Listed,,,,13065,Restaurant,60.179,24.923,
Point of Interest,Green Hippo - Töölö,0.9855004526057156,Affordable,,,,13377,Vegan And Vegetarian Restaurant,60.179,24.924,
Point of Interest,Ravintola Famu & Bar,0.9844497607655502,Affordable,,,,13003,Bar,60.179,24.928,6.1
Point of Interest,Juttutupa,0.9961366869261606,Affordable,,,,13003,Bar,60.179,24.947,6.2
Point of Interest,Ravintola Meripaviljongin terassi,0.9729670188039844,Expensive,,,,13009,Cocktail Bar,60.179,24.947,7.8
Point of Interest,Ravintola Meripaviljonki,0.983577551827758,Expensive,,,,13310,Modern European Restaurant,60.179,24.947,7.8
Point of Interest,Patisserie Teemu Aura,0.9908913099702572,Most Affordable,,,,13034,Café,60.179,24.95,8.7
Point of Interest,Kahvisiskot,0.9948516099831888,Most Affordable,,,,10000,Arts And Entertainment,60.179,24.951,8.0
Point of Interest,Kesäkahvila Helsingin Hella,0.0,Not Listed,,,,13034,Café,60.179,25.031,
Point of Interest,King Kebab - Laajasalo,0.9634116772274668,Not Listed,,,,13288,Kebab Restaurant,60.179,25.051,
Point of Interest,Hsl 4089,0.8102046424414846,Not Listed,,,,19043,Bus Stop,60.179,25.052,
Point of Interest,GlassRoom,0.9385102806155438,Affordable,,,,13072,Asian Restaurant,60.179,25.052,
Point of Interest,Thai Papaya Laajasalo,0.9347439544807966,Affordable,,,,13352,Thai Restaurant,60.179,25.052,
Point of Interest,Laajasalon Hammashoitola,0.9706776154144576,Not Listed,,,,15007,Dentist,60.179,25.055,
Point of Interest,HSL E3203 Avaruuskatu,0.9596154154828976,Not Listed,,,,19043,Bus Stop,60.17,24.724,
Point of Interest,Lennas Keittiö,0.6544357233431245,Most Affordable,,,,13064,Pizzeria,60.17,24.728,
Point of Interest,HSL E3249 Gräsantulli,0.9517664242949552,Not Listed,,,,19043,Bus Stop,60.17,24.749,
Point of Interest,HSL E3227 Gräsanristi,0.9731304473443444,Not Listed,,,,19043,Bus Stop,60.17,24.751,
Point of Interest,"Hammaslääkäri Arja Pöntys, Yksityisvastaanotto",0.0,Not Listed,,,,15007,Dentist,60.17,24.762,
Point of Interest,Ravintola Ukkohauki,0.9847514486123816,Affordable,,,,13030,Buffet,60.17,24.763,6.5
Point of Interest,Kotipizza Espoo Niittykumpu,0.8230686505834578,Most Affordable,,,,13064,Pizzeria,60.17,24.763,
Point of Interest,Futo,0.994879696955105,Most Affordable,,,,13099,Chinese Restaurant,60.17,24.764,8.4
Point of Interest,Meri-Tapiola Lounge,0.8473539750565802,Expensive,,,,13016,Lounge,60.17,24.801,
Point of Interest,HSL E2016 Tapiolansolmu,0.971156161217316,Not Listed,,,,19043,Bus Stop,60.17,24.81,
Point of Interest,Länsirannanpolku,0.4649363573618401,Not Listed,,,,16019,Hiking Trail,60.17,24.815,
Point of Interest,HSL E2037 Karhusaarensolmu,0.4376173737179178,Not Listed,,,,19043,Bus Stop,60.17,24.824,
Point of Interest,HSL E2036 Karhusaarensolmu,0.789586041957593,Not Listed,,,,19043,Bus Stop,60.17,24.824,
Point of Interest,Chicken Joint,0.9132775119617224,Most Affordable,,,,13055,Fried Chicken Joint,60.17,24.925,
Point of Interest,Ravintola Konnichiwa,0.9825100219837062,Affordable,,,,13276,Sushi Restaurant,60.17,24.928,7.2
Point of Interest,Teerenpeli Helsinki,0.9956275054959266,Expensive,,,,13006,Beer Bar,60.17,24.933,7.2
Point of Interest,Aussie Bar,0.9972520367257208,Affordable,,,,13018,Pub,60.17,24.933,6.4
Point of Interest,Pub Ikkuna,0.995983124272598,Affordable,,,,13018,Pub,60.17,24.934,5.1
Point of Interest,Ravintola Lasipalatsi,0.9894688348635716,Not Listed,,,,13032,"Cafe, Coffee, And Tea House",60.17,24.936,7.7
Point of Interest,Cafe Java,0.9927421440579336,Most Affordable,,,,13035,Coffee Shop,60.17,24.937,5.7
Point of Interest,Casa Largo,0.996815595499806,Affordable,,,,13347,Tapas Restaurant,60.17,24.939,5.5
Point of Interest,Cafe Ateneum Oy,0.9902366481313848,Not Listed,,,,13310,Modern European Restaurant,60.17,24.944,6.9
Point of Interest,Deliberi K7,0.9964518944782104,Not Listed,,,,13065,Restaurant,60.17,24.944,6.1
Point of Interest,Eat Poke HKI,0.9855166170955644,Not Listed,,,,13193,Poke Restaurant,60.17,24.945,8.1
Point of Interest,HSL 4099 Kasperinkuja,0.8871799431009957,Not Listed,,,,19043,Bus Stop,60.17,25.043,
Point of Interest,Sarvaston aluepuiston koira-aitaus,0.936392732445364,Not Listed,,,,16033,Dog Park,60.17,25.058,
Point of Interest,HSL E3305 Olarinniityntie,0.8537744177461036,Not Listed,,,,19043,Bus Stop,60.181,24.744,
Point of Interest,HSL E3306 Olarinniityntie,0.9497760870612028,Not Listed,,,,19043,Bus Stop,60.181,24.744,
Point of Interest,HSL E2418 Kokinkylänsilta,0.9601290508980596,Not Listed,,,,19043,Bus Stop,60.181,24.755,
Point of Interest,Hsl E3235,0.8818478034060447,Not Listed,,,,19043,Bus Stop,60.181,24.759,
Point of Interest,HSL E2123 Juhannussilta,0.9485401518434696,Not Listed,,,,19043,Bus Stop,60.181,24.761,
Point of Interest,Finital Gourmet Oy Ltd. inc,0.146675013242163,Not Listed,,,,11057,Caterer,60.181,24.77,
Point of Interest,HSL E2126 Orion,0.5011476541307524,Not Listed,,,,19043,Bus Stop,60.181,24.771,
Point of Interest,HSL E2150 Orioninristi,0.2468820725189001,Not Listed,,,,19043,Bus Stop,60.181,24.772,
Point of Interest,HSL E2109 Kaskenkaataja,0.9691818750902876,Not Listed,,,,19043,Bus Stop,60.181,24.797,
Point of Interest,Waves by Dylan,0.9924720309465338,Affordable,,,,13336,Scandinavian Restaurant,60.181,24.823,
Point of Interest,Geologian Tutkimuskeskus,0.0,Not Listed,,,,13065,Restaurant,60.181,24.831,
Point of Interest,Seurasaaren Kruunu,0.9574065692486744,Not Listed,,,,13065,Restaurant,60.181,24.883,
Point of Interest,Kivelän hammashoitola,0.978493146256304,Not Listed,,,,15007,Dentist,60.181,24.919,
Point of Interest,Fafa's Ooppera,0.9194927583085478,Most Affordable,,,,13144,Falafel Restaurant,60.181,24.926,8.0
Point of Interest,Sinisen huvilan kahvila,0.9762543644122592,Affordable,,,,13034,Café,60.181,24.937,9.1
Point of Interest,Ravintola Rytmi,0.9937120134488556,Affordable,,,,13010,Dive Bar,60.181,24.95,6.0
Point of Interest,Street Bar,0.978582050950472,Most Affordable,,,,13010,Dive Bar,60.181,24.953,6.4
Point of Interest,Madonna,0.977935471356524,Affordable,,,,13236,Italian Restaurant,60.181,24.958,7.6
Point of Interest,Ravintola Bella Bella,0.9703139143928616,Not Listed,,,,13065,Restaurant,60.181,24.974,
Point of Interest,Putte’s - Sompasaari,0.9653433337643864,Most Affordable,,,,13064,Pizzeria,60.181,24.979,
Point of Interest,Mustikkamaan koira-aitaus,0.9822594723910514,Not Listed,,,,16033,Dog Park,60.181,24.986,
Point of Interest,Seikkailupuisto Korkee,0.9828898874951506,Not Listed,,,,10001,Amusement Park,60.181,24.99,8.4
Point of Interest,Villa Mustikkamaa,0.0779613345402819,Not Listed,,,,13065,Restaurant,60.181,24.994,
Point of Interest,Honkaluodon saunan takatila,0.3002388185043297,Expensive,,,,13016,Lounge,60.181,25.003,
Point of Interest,Ravintola Kulosaaren Casino,0.9777091684986422,Affordable,,,,13336,Scandinavian Restaurant,60.181,25.007,7.3
Point of Interest,Pertti Calonius,0.0,Not Listed,,,,15007,Dentist,60.181,25.015,
Point of Interest,Sasa Pizza Ravintola,0.5679474330790121,Most Affordable,,,,13064,Pizzeria,60.181,25.052,
Point of Interest,Kahvila Laajasalo,0.6600284495021337,Most Affordable,,,,13034,Café,60.181,25.053,
Point of Interest,HSL 4121 Kiiltomadonpolku,0.5942389758179232,Not Listed,,,,19043,Bus Stop,60.181,25.059,
Point of Interest,HSL 4122 Kiiltomadonpolku,0.9772727272727272,Not Listed,,,,19043,Bus Stop,60.181,25.06,
Point of Interest,Finital Gourmet,0.7761352145230414,Most Expensive,,,,13311,Molecular Gastronomy Restaurant,60.182,24.769,
Point of Interest,Hammasväline Oy,0.0,Not Listed,,,,15007,Dentist,60.182,24.772,
Point of Interest,HSL E2130 Ylä-Mankkaa,0.7263607325725109,Not Listed,,,,19043,Bus Stop,60.182,24.778,
Point of Interest,HSL E2212 Vuorimies,0.9790533057254298,Not Listed,,,,19043,Bus Stop,60.182,24.826,
