Data Point,Foursquare Name,Foursquare Popularity,Foursquare Price,Matched Name,Yelp Name,Yelp Price,Search,Category,Rounded Latitude,Rounded Longitude,Rating
Point of Interest,Pub Maria,0.1791267942583732,Affordable,,,,13003,Bar,60.263,25.027,
Point of Interest,HSL 3410 Suurmetsäntie,0.93855877408509,Not Listed,,,,19043,Bus Stop,60.263,25.069,
Point of Interest,HSL V1211 Pähkinätie,0.9735052170506748,Not Listed,,,,19043,Bus Stop,60.264,24.806,
Point of Interest,HSL V1218 Pähkinätie,0.1110715430362166,Not Listed,,,,19043,Bus Stop,60.264,24.806,
Point of Interest,HSL V1497 Kierretie,0.195292190449058,Not Listed,,,,19043,Bus Stop,60.264,24.815,
Point of Interest,HSL V1318 Koivukuja,0.7495459563405862,Not Listed,,,,19043,Bus Stop,60.264,24.826,
Point of Interest,HSL V1512 Vaskivuorentie,0.7726220576190307,Not Listed,,,,19043,Bus Stop,60.264,24.843,
Point of Interest,Salama Pizza,0.9345821017770024,Most Affordable,,,,13064,Pizzeria,60.264,24.851,
Point of Interest,HSL V1520 Ojahaantie,0.9692674762294788,Not Listed,,,,19043,Bus Stop,60.264,24.859,
Point of Interest,HSL V1519 Ojahaantie,0.4074285103806844,Not Listed,,,,19043,Bus Stop,60.264,24.859,
Point of Interest,HSL V1609 Kaivosvoudintie,0.3629856486592357,Not Listed,,,,19043,Bus Stop,60.264,24.87,
Point of Interest,Ravintola Pizzeria Evin,0.0800897403938606,Most Affordable,,,,13064,Pizzeria,60.264,24.871,
Point of Interest,Pizzeria Capri,0.1245682133827142,Most Affordable,,,,13064,Pizzeria,60.264,24.871,
Point of Interest,Mine Bar,0.9210854314305046,Most Affordable,,,,13018,Pub,60.264,24.871,
Point of Interest,HSL V1610 Vuorimestarintie,0.6767209144973471,Not Listed,,,,19043,Bus Stop,60.264,24.871,
Point of Interest,Saslik Kebab,0.9626081692247428,Not Listed,,,,13145,Fast Food Restaurant,60.264,24.873,7.9
Point of Interest,HSL 2335 Kuninkaantammentie,0.4805217897323161,Not Listed,,,,19043,Bus Stop,60.264,24.885,
Point of Interest,Pitkäkosken koira-aitaus,0.9449114185956292,Not Listed,,,,16033,Dog Park,60.264,24.895,
Point of Interest,HSL 3274 Santerlantie,0.9783315013578172,Not Listed,,,,19043,Bus Stop,60.264,24.983,
Point of Interest,Leivosenkujan koira-aitaus,0.3972342557868873,Not Listed,,,,16033,Dog Park,60.264,24.998,
Point of Interest,HSL 3324 Leivosentie,0.9283508987456356,Not Listed,,,,19043,Bus Stop,60.264,25.005,
Point of Interest,Dogtori Public House,0.9525168110694426,Most Affordable,,,,13018,Pub,60.264,25.029,5.8
Point of Interest,Ravintola Hideaway,0.5114848700375016,Affordable,,,,13003,Bar,60.264,25.085,
Point of Interest,Pizzeria Jakomäki Express,0.9493566533040216,Most Affordable,,,,13064,Pizzeria,60.264,25.085,
Point of Interest,HSL V1408 Ulkoniitynkuja,0.1664470638510024,Not Listed,,,,19043,Bus Stop,60.265,24.813,
Point of Interest,Bar Cafe Luna,0.005377301378156,Affordable,,,,13010,Dive Bar,60.265,24.852,5.6
Point of Interest,Bistro Domu,0.9341903778355471,Not Listed,,,,13027,Bistro,60.265,24.853,
Point of Interest,Hsl V1627,0.6049642106762579,Not Listed,,,,19043,Bus Stop,60.265,24.865,
Point of Interest,HSL V1608 Kaivosvoudintie,0.4582457889676293,Not Listed,,,,19043,Bus Stop,60.265,24.87,
Point of Interest,HSL V1699 Silvolan teoll.alue,0.9517823439336206,Not Listed,,,,19043,Bus Stop,60.265,24.882,
Point of Interest,Korpipolku,0.4492435018750808,Not Listed,,,,16019,Hiking Trail,60.265,24.905,
Point of Interest,HSL V5006 Tapaninkyläntie,0.9496606956499948,Not Listed,,,,19043,Bus Stop,60.265,24.972,
Point of Interest,Hammaslääkäri Ritva Lindblad,0.0,Not Listed,,,,15007,Dentist,60.265,25.012,
Point of Interest,HSL 3388 Tapanilan tori,0.9292480279322384,Not Listed,,,,19043,Bus Stop,60.265,25.025,
Point of Interest,HSL 3389 Tapanilan tori,0.5038713953187638,Not Listed,,,,19043,Bus Stop,60.265,25.025,
Point of Interest,monierix Oy,0.0,Not Listed,,,,13065,Restaurant,60.265,25.037,
Point of Interest,Heikinlaakson koira-aitaus,0.95254914004914,Not Listed,,,,16033,Dog Park,60.265,25.067,
Point of Interest,HSL V1219 Santamäentie,0.7363697874007336,Not Listed,,,,19043,Bus Stop,60.266,24.799,
Point of Interest,HSL V1299 Kylväjänkuja,0.8345144403689327,Not Listed,,,,19043,Bus Stop,60.266,24.806,
Point of Interest,HSL V1515 Virtatie,0.8429543107439194,Not Listed,,,,19043,Bus Stop,60.266,24.842,
Point of Interest,HSL V1607 Kaivostie,0.1618532103557565,Not Listed,,,,19043,Bus Stop,60.266,24.869,
Point of Interest,HSL V1606 Kaivostie,0.8607599444464228,Not Listed,,,,19043,Bus Stop,60.266,24.87,
Point of Interest,HSL V1614 Vetotie,0.5431074391937609,Not Listed,,,,19043,Bus Stop,60.266,24.874,
Point of Interest,HSL V1619 Silvolan teoll. alue,0.0714005911470389,Not Listed,,,,19043,Bus Stop,60.266,24.882,
Point of Interest,Pitkäkosken ulkoilumaja,0.9675821156084314,Most Affordable,,,,13034,Café,60.266,24.898,8.0
Point of Interest,HSL V5005 Tapaninkyläntie,0.9622003421045028,Not Listed,,,,19043,Bus Stop,60.266,24.973,
Point of Interest,Hsl 3326,0.4822352256562783,Not Listed,,,,19043,Bus Stop,60.266,25.003,
Point of Interest,Helsingin kaupunginkirjasto Tapanilan kirjasto,0.9478291090133196,Not Listed,,,,12080,Library,60.266,25.019,6.7
Point of Interest,MosaCafe,0.9395205612310876,Not Listed,,,,13034,Café,60.266,25.019,
Point of Interest,Ti Amo Pizzeria,0.9739590068537436,Most Affordable,,,,13064,Pizzeria,60.266,25.026,
Point of Interest,Pâtisserie & Chocolatier Mayra,0.5199227337385232,Most Affordable,,,,13034,Café,60.266,25.026,
Point of Interest,Julian Pitopalvelu Lounaskahvila,0.7631902237165396,Most Affordable,,,,13049,Diner,60.266,25.026,
Point of Interest,HSL V1220 Santamäentie,0.5300737153235283,Not Listed,,,,19043,Bus Stop,60.267,24.799,
Point of Interest,HSL V1298 Kylväjänkuja,0.2710373562195078,Not Listed,,,,19043,Bus Stop,60.267,24.805,
Point of Interest,HSL V1411 Varistontie,0.7631850717567038,Not Listed,,,,19043,Bus Stop,60.267,24.816,
Point of Interest,HSL V1409 Varistontie,0.2133827142908016,Not Listed,,,,19043,Bus Stop,60.267,24.818,
Point of Interest,HSL V1442 Luhtimäki,0.9360421637406076,Not Listed,,,,19043,Bus Stop,60.267,24.82,
Point of Interest,HSL V1514 Virtatie,0.805170756027207,Not Listed,,,,19043,Bus Stop,60.267,24.848,
Point of Interest,Vaskivuoren Hammashoitola,0.9751077240839,Not Listed,,,,15007,Dentist,60.267,24.851,
Point of Interest,Klassikko,0.5365193547238346,Most Affordable,,,,13064,Pizzeria,60.267,24.851,
Point of Interest,Vaskiksen Viidakko,0.2153057227306719,Most Affordable,,,,13334,Sandwich Spot,60.267,24.851,
Point of Interest,HSL 3277 Niemitie,0.9695218543902756,Not Listed,,,,19043,Bus Stop,60.267,24.98,
Point of Interest,HSL 3303/3304 Soinintie,0.9210607138238716,Not Listed,,,,19043,Bus Stop,60.267,24.993,
Point of Interest,HSL 3328 Sidetie,0.8816436053278158,Not Listed,,,,19043,Bus Stop,60.267,25.007,
Point of Interest,HSL 3365 Sidetie,0.8960300012931592,Not Listed,,,,19043,Bus Stop,60.267,25.009,
Point of Interest,HSL 3329 Sidetie,0.6134908832277254,Not Listed,,,,19043,Bus Stop,60.267,25.01,
Point of Interest,Circus caliba,0.5127133712660028,Not Listed,,,,10001,Amusement Park,60.267,25.014,
Point of Interest,O’meri Pizza-Kebab,0.9611405664037244,Most Affordable,,,,13064,Pizzeria,60.267,25.015,
Point of Interest,Leila Tenhunen,0.0,Not Listed,,,,15007,Dentist,60.267,25.068,
Point of Interest,HSL 3414 Kalliotie,0.919541251778094,Not Listed,,,,19043,Bus Stop,60.267,25.071,
Point of Interest,HSL V1237 Pajarinne,0.4482390228268224,Not Listed,,,,19043,Bus Stop,60.268,24.794,
Point of Interest,HSL V1222 Pajarinne,0.9577294255902568,Not Listed,,,,19043,Bus Stop,60.268,24.795,
Point of Interest,HSL V1403 Santamäentie,0.3725650795911826,Not Listed,,,,19043,Bus Stop,60.268,24.806,
Point of Interest,HSL V1413 Suovatie,0.4118799188063103,Not Listed,,,,19043,Bus Stop,60.268,24.814,
Point of Interest,HSL V1435 Luhtimäki,0.805099533492397,Not Listed,,,,19043,Bus Stop,60.268,24.822,
Point of Interest,Shiraz Grill,0.9783483494177556,Affordable,,,,13309,Middle Eastern Restaurant,60.268,24.856,
Point of Interest,Louhelan Pizzeria,0.4894056479470104,Most Affordable,,,,13032,"Cafe, Coffee, And Tea House",60.268,24.856,
Point of Interest,HSL V1628 Kaivoksela,0.184644421494961,Not Listed,,,,19043,Bus Stop,60.268,24.872,
Point of Interest,LounasBistro,0.369110786652897,Most Affordable,,,,13049,Diner,60.268,24.877,
Point of Interest,Tapaninvainion koirapuisto,0.0661693391956549,Not Listed,,,,16033,Dog Park,60.268,24.985,
Point of Interest,HSL 3306 Vallesmannintie,0.2816581533686796,Not Listed,,,,19043,Bus Stop,60.268,24.996,
Point of Interest,Malmin Tivoli Oy,0.0,Not Listed,,,,13065,Restaurant,60.268,24.999,
Point of Interest,Sannin Hotelli,0.6742451183240656,Affordable,,,,13025,Wine Bar,60.268,25.004,
Point of Interest,Kurranummen koira-aitaus,0.9230327815854132,Not Listed,,,,16033,Dog Park,60.268,25.017,
Point of Interest,HSL V1223 Pajarinne,0.7631494604892988,Not Listed,,,,19043,Bus Stop,60.269,24.795,
Point of Interest,HSL V1412 Suovatie,0.6671414835654,Not Listed,,,,19043,Bus Stop,60.269,24.814,
Point of Interest,HSL V1433 Avaintie,0.9770307325237704,Not Listed,,,,19043,Bus Stop,60.269,24.825,
Point of Interest,Hsl V1527,0.9869306648623624,Not Listed,,,,19043,Bus Stop,60.269,24.841,
Point of Interest,HSL V1526 Uomatie,0.9262490652042308,Not Listed,,,,19043,Bus Stop,60.269,24.841,
Point of Interest,Alibaba Ravintola,0.8589437698087675,Affordable,,,,13309,Middle Eastern Restaurant,60.269,24.852,
Point of Interest,Alby's Artisan Pizza,0.9790249634984508,Most Affordable,,,,13064,Pizzeria,60.269,24.852,
Point of Interest,HSL V1509 Noropolku,0.9705494818560592,Not Listed,,,,19043,Bus Stop,60.269,24.853,
Point of Interest,HSL V1508 Noropolku,0.9799508564509812,Not Listed,,,,19043,Bus Stop,60.269,24.855,
Point of Interest,LounasBistro Kaivoksela,0.6139738613297248,Not Listed,,,,13065,Restaurant,60.269,24.876,
Point of Interest,HSL V5019 Säterinkatu,0.9803425803924362,Not Listed,,,,19043,Bus Stop,60.269,24.966,
Point of Interest,HSL V5009 Tammisto,0.9451942594636944,Not Listed,,,,19043,Bus Stop,60.269,24.973,
Point of Interest,Hsl 3279,0.9747914780809518,Not Listed,,,,19043,Bus Stop,60.269,24.983,
Point of Interest,Hsl 3278,0.9562588904694168,Not Listed,,,,19043,Bus Stop,60.269,24.984,
Point of Interest,Helmilaakerin kirjasto,0.4722455709297815,Not Listed,,,,12080,Library,60.269,25.0,
Point of Interest,HSL 3310 Sidekuja,0.7962627699469804,Not Listed,,,,19043,Bus Stop,60.269,25.006,
Point of Interest,Beaver Restaurants Oy,0.0,Not Listed,,,,13065,Restaurant,60.269,25.016,
Point of Interest,HSL 3332 Rintamasotilaantie,0.5628152075520496,Not Listed,,,,19043,Bus Stop,60.269,25.017,
Point of Interest,Aarniometsä,0.271256304151041,Not Listed,,,,16019,Hiking Trail,60.269,25.022,
Point of Interest,HSL 3335 Päivöläntie,0.9510620069830596,Not Listed,,,,19043,Bus Stop,60.269,25.025,
Point of Interest,Koirakalliot,0.4226448338290443,Not Listed,,,,16033,Dog Park,60.269,25.09,
Point of Interest,HSL V1305 Koivuvaaran teoll.al,0.1997079876072789,Not Listed,,,,19043,Bus Stop,60.26,24.814,
Point of Interest,HSL V1306 Koivuvaaran teoll.al,0.2517360492859941,Not Listed,,,,19043,Bus Stop,60.26,24.814,
Point of Interest,Energia Areena,0.9853993803639473,Not Listed,,,,10051,Stadium,60.26,24.838,5.1
Point of Interest,Luckiefun's,0.9509988960507104,Affordable,,,,13276,Sushi Restaurant,60.26,24.853,4.6
Point of Interest,Venetzia,0.410206189238275,Affordable,,,,13236,Italian Restaurant,60.26,24.853,
Point of Interest,Eerikin Pippuri,0.995619814109184,Not Listed,,,,13288,Kebab Restaurant,60.26,24.853,
Point of Interest,Vege Plus,0.9054876963071116,Most Affordable,,,,13144,Falafel Restaurant,60.26,24.853,
Point of Interest,"Burger King Vantaa, Myyrmanni",0.9868950535949574,Most Affordable,,,,13145,Fast Food Restaurant,60.26,24.853,6.3
Point of Interest,Ravintola Kulta Leopardi,0.6644706385100245,Most Affordable,,,,13099,Chinese Restaurant,60.26,24.853,
Point of Interest,Kulmakonditoria,0.969944090310174,Affordable,,,,13002,Bakery,60.26,24.854,6.8
Point of Interest,Friends & Brgrs Myyrmanni,0.9652434030127132,Most Affordable,,,,13031,Burger Joint,60.26,24.854,
Point of Interest,Kin Ramen & Sushi,0.6184608810227556,Not Listed,,,,13272,Ramen Restaurant,60.26,24.854,
Point of Interest,Ravintola Tamarin Myyrmanni,0.0,Not Listed,,,,13072,Asian Restaurant,60.26,24.854,
Point of Interest,"HSL V1564 Myyrmäen asema, laituri 19",0.968946974822834,Not Listed,,,,19043,Bus Stop,60.26,24.856,
Point of Interest,Myyrmäen Hammashoitola,0.9558064171503864,Not Listed,,,,15007,Dentist,60.26,24.856,
Point of Interest,"HSL V1560 Myyrmäen asema, Laituri 2",0.6159680923044051,Not Listed,,,,19043,Bus Stop,60.26,24.856,
Point of Interest,HSL 1957 Kappatie,0.7748448208974524,Not Listed,,,,19043,Bus Stop,60.26,24.877,
Point of Interest,Che Buono Ristorante,0.99266132160869,Affordable,,,,13236,Italian Restaurant,60.26,24.886,
Point of Interest,Kulma - Keittiö & Baari,0.98389208586577,Not Listed,,,,13027,Bistro,60.26,24.955,7.8
Point of Interest,Tallin torni,0.5988701021595758,Most Affordable,,,,13049,Diner,60.26,24.979,
Point of Interest,HSL V6827 Mesikukantie,0.0374046295098926,Not Listed,,,,19043,Bus Stop,60.26,25.019,
Point of Interest,HSL 3512 Somerikkopolku,0.9422442777705936,Not Listed,,,,19043,Bus Stop,60.26,25.084,
Point of Interest,Hämeenkylän Kartano,0.9654570706171433,Not Listed,,,,19014,Hotel,60.271,24.787,7.8
Point of Interest,HSL V1297 Maissikuja,0.620526334532246,Not Listed,,,,19043,Bus Stop,60.271,24.802,
Point of Interest,HSL V1295 Maissikuja,0.3073964602400199,Not Listed,,,,19043,Bus Stop,60.271,24.802,
Point of Interest,HSL V1294 Maissikuja,0.9350450482532672,Not Listed,,,,19043,Bus Stop,60.271,24.802,
Point of Interest,HSL V1444 Sarkapolku,0.2661230013176169,Not Listed,,,,19043,Bus Stop,60.271,24.807,
Point of Interest,HSL V1414 Niittäjäntie,0.7036786439229372,Not Listed,,,,19043,Bus Stop,60.271,24.811,
Point of Interest,Niittäjäntie V1415,0.2749545956340586,Not Listed,,,,19043,Bus Stop,60.271,24.813,
Point of Interest,HSL V1415 Niittäjäntie,0.3986325273316477,Not Listed,,,,19043,Bus Stop,60.271,24.813,
Point of Interest,LK-Equipment Oy,0.3713899077668174,Not Listed,,,,11003,Architecture Firm,60.271,24.854,
Point of Interest,HSL V1616 Kaivosrinteenpolku,0.3824650119297745,Not Listed,,,,19043,Bus Stop,60.271,24.874,
Point of Interest,Tilla,0.7568818774260176,Not Listed,,,,13065,Restaurant,60.271,24.972,
Point of Interest,Pizzakioski Finland Oy Ab,0.0,Not Listed,,,,13065,Restaurant,60.271,24.998,
Point of Interest,HSL 3424 Karrintie,0.933507371007371,Not Listed,,,,19043,Bus Stop,60.271,25.047,
Point of Interest,HSL 3421 Puistolan kirkko,0.8277673606620976,Not Listed,,,,19043,Bus Stop,60.271,25.051,
Point of Interest,Hammaslääkäri Sauli Lento,0.0,Not Listed,,,,15007,Dentist,60.271,25.051,
Point of Interest,HSL 3422 Puistolan kirkko,0.9181026121815596,Not Listed,,,,19043,Bus Stop,60.271,25.053,
Point of Interest,Helsingin kaupunginkirjasto Puistolan kirjasto,0.9686974654079916,Not Listed,,,,12080,Library,60.271,25.059,7.1
Point of Interest,Happie's,0.5368042448630747,Most Affordable,,,,13145,Fast Food Restaurant,60.272,24.804,
Point of Interest,Thai Burpha Restaurant,0.958655318542787,Affordable,,,,13352,Thai Restaurant,60.272,24.806,
Point of Interest,HSL V1445 Sarkapolku,0.4119155300737153,Not Listed,,,,19043,Bus Stop,60.272,24.808,
Point of Interest,Hsl V5003,0.928278907446316,Not Listed,,,,19043,Bus Stop,60.272,24.969,
Point of Interest,HSL Kytöpolku 3280,0.9719384456226562,Not Listed,,,,19043,Bus Stop,60.272,24.992,
Point of Interest,HSL 3313 Yläkaskenkuja,0.1804522824259666,Not Listed,,,,19043,Bus Stop,60.272,25.006,
Point of Interest,HSL V1215 Kakolanmäki,0.25,Not Listed,,,,19043,Bus Stop,60.273,24.794,
Point of Interest,HSL V1416 Riihikuja,0.9252519497168904,Not Listed,,,,19043,Bus Stop,60.273,24.811,
Point of Interest,Jokiuomanpuiston koira-aitaus,0.1887041059791318,Not Listed,,,,16033,Dog Park,60.273,24.863,
Point of Interest,Haltiala Hayride,0.9229842881158672,Not Listed,,,,10039,Music Venue,60.273,24.954,
Point of Interest,HSL V5017 Koetilankatu,0.9650297354082832,Not Listed,,,,19043,Bus Stop,60.273,24.962,
Point of Interest,Kotipizza & Café Darwin Vantaa Tammisto,0.9752145578861152,Affordable,,,,13032,"Cafe, Coffee, And Tea House",60.273,24.969,5.4
Point of Interest,HSL V5004 Tammimäentie,0.9320537017912468,Not Listed,,,,19043,Bus Stop,60.273,24.97,
Point of Interest,Hesburger Vantaa Tammisto,0.995441757772159,Most Affordable,,,,13145,Fast Food Restaurant,60.273,24.972,5.9
Point of Interest,Oikeustalon Kahvio Tmi Helena Jokinen,0.0,Not Listed,,,,13065,Restaurant,60.273,25.057,
Point of Interest,HSL V1214 Kakolanmäki,0.9166666666666666,Not Listed,,,,19043,Bus Stop,60.274,24.794,
Point of Interest,HSL V1701 Raappavuorenreuna,0.902567572379901,Not Listed,,,,19043,Bus Stop,60.274,24.84,
Point of Interest,HSL V1815 Mätäoja,0.8145009080873188,Not Listed,,,,19043,Bus Stop,60.274,24.872,
Point of Interest,Fin Turk Line Ltd Oy,0.0,Not Listed,,,,13032,"Cafe, Coffee, And Tea House",60.274,24.959,
Point of Interest,Tapulikaupungin Koirapuisto,0.9775960170697012,Not Listed,,,,16033,Dog Park,60.274,25.017,
Point of Interest,Helsingin kaupunginkirjasto Tapulikaupungin kirjasto,0.9802712401396612,Not Listed,,,,12080,Library,60.274,25.034,7.0
Point of Interest,Hammaslääkäri Eero Tiira,0.0,Not Listed,,,,15007,Dentist,60.274,25.034,
Point of Interest,Villa Severino,0.9873432044484676,Affordable,,,,13236,Italian Restaurant,60.274,25.078,
Point of Interest,HSL V1443 Rystypolku,0.061571881343257,Not Listed,,,,19043,Bus Stop,60.275,24.816,
Point of Interest,M-C Avanos Oy,0.0,Not Listed,,,,13065,Restaurant,60.275,24.838,
Point of Interest,HSL V1703 Laajametsänkuja,0.3920444428617214,Not Listed,,,,19043,Bus Stop,60.275,24.842,
Point of Interest,HSL V1702 Laajametsänkuja,0.9416331327231936,Not Listed,,,,19043,Bus Stop,60.275,24.843,
Point of Interest,Ruoka- ja miljöökahvila Wanha Pehtoori,0.9911661062976852,Affordable,,,,13065,Restaurant,60.275,24.954,8.6
Point of Interest,Grillimesta,0.9335720289667658,Affordable,,,,13026,Bbq Joint,60.275,24.954,
Point of Interest,Suomi Palvelimet Tmi,0.0,Not Listed,,,,15007,Dentist,60.275,24.967,
Point of Interest,Silta pub,0.8170503038924092,Most Affordable,,,,13018,Pub,60.275,24.99,
Point of Interest,Pizzeria Abone,0.9191856330014224,Most Affordable,,,,13032,"Cafe, Coffee, And Tea House",60.275,24.99,
Point of Interest,HSL 3282 Siltamäen ostoskeskus,0.2794355360144834,Not Listed,,,,19043,Bus Stop,60.275,24.991,
Point of Interest,HSL 3283 Siltamäen Ostoskeskus,0.9229277124013966,Not Listed,,,,19043,Bus Stop,60.275,24.991,
Point of Interest,Tapulin Mestari,0.9660141600931076,Affordable,,,,13015,Karaoke Bar,60.275,25.034,
Point of Interest,Ravintola Pelimanni,0.9687702056123108,Not Listed,,,,13065,Restaurant,60.275,25.046,
Point of Interest,Espresso House,0.9755350592927602,Most Affordable,,,,13034,Café,60.275,25.081,
Point of Interest,Wok Wok,0.3932908372208967,Affordable,,,,13072,Asian Restaurant,60.275,25.081,
Point of Interest,Bravo Mama,0.2789430575834194,Not Listed,,,,13065,Restaurant,60.275,25.082,
Point of Interest,HSL V1713 Raappavuorenkuja,0.7630426266870837,Not Listed,,,,19043,Bus Stop,60.276,24.836,
Point of Interest,HSL V1705 Martinkeskus,0.9073038709447668,Not Listed,,,,19043,Bus Stop,60.276,24.848,
Point of Interest,HSL Martinlaakson bussiterminaali,0.9923079662405184,Not Listed,,,,19042,Bus Station,60.276,24.851,
Point of Interest,HSL Bussi 571,0.9304511947580214,Not Listed,,,,19043,Bus Stop,60.276,24.856,
Point of Interest,Hsl V1707 Louhelantie,0.3521954346355185,Not Listed,,,,19043,Bus Stop,60.276,24.858,
Point of Interest,Polku Vantaanjoen rannalla,0.9375242467347732,Not Listed,,,,16019,Hiking Trail,60.276,24.952,
Point of Interest,HSL V5001 Tammistontie,0.1576866920693707,Not Listed,,,,19043,Bus Stop,60.276,24.97,
Point of Interest,Burgerville,0.9515330650617856,Most Affordable,,,,13145,Fast Food Restaurant,60.276,24.97,
Point of Interest,Café Richie's,0.2194366297496527,Most Affordable,,,,13039,Deli,60.276,24.975,
Point of Interest,Pururata,0.9839729083150136,Not Listed,,,,16019,Hiking Trail,60.276,25.017,
Point of Interest,Helsingin kaupunki Puistolan hammashoitola,0.9202039958618906,Not Listed,,,,15007,Dentist,60.276,25.035,
Point of Interest,HSL 3343 Maatullinaukio,0.643694232510022,Not Listed,,,,19043,Bus Stop,60.276,25.036,
Point of Interest,HSL 3428 Terrintie,0.2124013966119229,Not Listed,,,,19043,Bus Stop,60.276,25.041,
Point of Interest,HSL 3427 Terrintie,0.6769688348635717,Not Listed,,,,19043,Bus Stop,60.276,25.042,
